# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
A1CF	unnamed (+232350)
MFSD13A	unnamed (+24130)
MFSD2A	unnamed (+15625)
MFSD6	unnamed (+7770), unnamed (+59695), unnamed (+89695), unnamed (+111995)
MFSD8	unnamed (-27581)
MGA	unnamed (+38388)
MGAT3	unnamed (-26744), unnamed (-25819), unnamed (-11594), unnamed (-8494), unnamed (-444), unnamed (+1006), unnamed (+2906), unnamed (+6056), unnamed (+9756), unnamed (+10681), unnamed (+12056), unnamed (+13056), unnamed (+13956), unnamed (+14756), unnamed (+15381), unnamed (+16806), unnamed (+32131), unnamed (+32556)
MGAT4A	unnamed (-31929), unnamed (+8221), unnamed (+9746), unnamed (+10671), unnamed (+12771), unnamed (+15746), unnamed (+88896)
MGAT5	unnamed (-169032), unnamed (-78957), unnamed (-78232), unnamed (+136418), unnamed (+204043), unnamed (+232818), unnamed (+242893), unnamed (+271243), unnamed (+304643), unnamed (+315918), unnamed (+324168)
MGAT5B	unnamed (+85653), unnamed (+97053), unnamed (+125628), unnamed (+126378)
MGLL	unnamed (-21768), unnamed (+125032)
MGME1	unnamed (-64163), unnamed (-23163), unnamed (-21863), unnamed (-20238), unnamed (-18838)
MGMT	unnamed (+6291), unnamed (+136866), unnamed (+138516)
MGP	unnamed (-27918), unnamed (+4657)
MGRN1	unnamed (+26910)
MGST2	unnamed (+70182), unnamed (+305232), unnamed (+307857), unnamed (+486607)
MIA3	unnamed (+16064)
MIB1	unnamed (+91430)
MICAL3	unnamed (-44066), unnamed (+184), unnamed (+13634), unnamed (+83809), unnamed (+104084), unnamed (+125509), unnamed (+126759), unnamed (+131034), unnamed (+132234), unnamed (+147634), unnamed (+148234), unnamed (+157084), unnamed (+164834), unnamed (+170484), unnamed (+177484), unnamed (+178084), unnamed (+186334), unnamed (+188634), unnamed (+191459), unnamed (+191959), unnamed (+208309), unnamed (+217084), unnamed (+219784), unnamed (+223234), unnamed (+228859), unnamed (+229809), unnamed (+231009), unnamed (+232484), unnamed (+237434)
MICALL1	unnamed (+24178)
MICALL2	unnamed (-17373)
MICU2	unnamed (+6989), unnamed (+7214), unnamed (+7914), unnamed (+23964), unnamed (+73764)
MIEF1	unnamed (-41750), unnamed (-39850), unnamed (-36700), unnamed (-33000), unnamed (-32075), unnamed (-30700), unnamed (-29700), unnamed (-28800), unnamed (-28000), unnamed (-27375), unnamed (-25950), unnamed (-10625), unnamed (-10200)
MIER1	unnamed (+24066), unnamed (+36591), unnamed (+55691), unnamed (+76341), unnamed (+77716), unnamed (+77991), unnamed (+80316), unnamed (+94966), unnamed (+96016), unnamed (+127766)
MIGA2	unnamed (+12166), unnamed (+24216)
MIIP	unnamed (-28491), unnamed (+10534)
MILR1	unnamed (+7135), unnamed (+9460), unnamed (+35435)
MINDY4	unnamed (+72633)
MINPP1	unnamed (+91550)
MIOS	unnamed (+26228)
MIS18BP1	unnamed (+23602)
MIXL1	unnamed (+31832), unnamed (+45157)
MKI67	unnamed (+4185)
MKL1	unnamed (-59645), unnamed (-1145), unnamed (-145), unnamed (+780), unnamed (+40030), unnamed (+46455), unnamed (+83905), unnamed (+94755), unnamed (+99980), unnamed (+104355), unnamed (+108305), unnamed (+109355), unnamed (+111355), unnamed (+129205), unnamed (+157130)
MKLN1	unnamed (-95560)
MKRN3	unnamed (+341)
MKX	unnamed (+203910)
MLANA	unnamed (+31348)
MLEC	unnamed (+9131), unnamed (+9506), unnamed (+9781), unnamed (+11606)
MLF1	unnamed (-334560), unnamed (-227085), unnamed (-131235), unnamed (-12185), unnamed (-11385)
MLH1	unnamed (-3357)
MLIP	unnamed (-193648)
MLLT10	unnamed (-585093), unnamed (+355182)
MLLT6	unnamed (+16558)
MLXIP	unnamed (-57822), unnamed (-55047), unnamed (-53672), unnamed (-51197), unnamed (-48647), unnamed (-47047), unnamed (-43447), unnamed (-37522), unnamed (-32472), unnamed (-25447), unnamed (-23722), unnamed (-19772), unnamed (+9303), unnamed (+41928), unnamed (+44103), unnamed (+47453), unnamed (+48728), unnamed (+59028), unnamed (+61003)
MLYCD	unnamed (-55701)
MMAA	unnamed (+164887), unnamed (+167787), unnamed (+203437), unnamed (+225437), unnamed (+265887), unnamed (+266737), unnamed (+270437), unnamed (+276112), unnamed (+278887)
MMD	unnamed (-15358), unnamed (+26142), unnamed (+26567)
MME	unnamed (-312597), unnamed (-217422), unnamed (+128), unnamed (+11853), unnamed (+14603), unnamed (+16428), unnamed (+32728), unnamed (+36153), unnamed (+51253), unnamed (+59278), unnamed (+59703)
MMP12	unnamed (-45416)
MMP13	unnamed (+35284)
MMP17	unnamed (-80818), unnamed (-71168)
MMP20	unnamed (+11682), unnamed (+14307), unnamed (+32932), unnamed (+33532), unnamed (+34782), unnamed (+36357)
MMP21	unnamed (+13846), unnamed (+42971), unnamed (+54371)
MMP7	unnamed (-82897), unnamed (-80272), unnamed (-61647), unnamed (-61047), unnamed (-59797), unnamed (-58222), unnamed (+65903)
MMRN1	unnamed (+248018), unnamed (+249543)
MMS22L	unnamed (+20101)
MND1	unnamed (+33751)
MNS1	unnamed (-143288), unnamed (-68388), unnamed (-3163), unnamed (+112), unnamed (+92837), unnamed (+97362)
MNX1	unnamed (+226)
MOB1A	unnamed (+25493)
MOB1B	unnamed (+28572), unnamed (+40697)
MOB3B	unnamed (-35719), unnamed (-35019)
MOBP	unnamed (+283245), unnamed (+287720)
MOCOS	unnamed (-40469), unnamed (-38469), unnamed (-33919), unnamed (-29994), unnamed (-14669)
MOXD1	unnamed (+35570), unnamed (+45845), unnamed (+47270), unnamed (+49145), unnamed (+133370), unnamed (+134320), unnamed (+264370), unnamed (+267920), unnamed (+331195)
MPC1	unnamed (-79002)
MPHOSPH8	unnamed (-69306), unnamed (-68856), unnamed (-65881)
MPI	unnamed (+42118)
MPND	unnamed (+32291)
MPP6	unnamed (-247371), unnamed (+146704)
MPP7	unnamed (-54433)
MPPED1	unnamed (+70679)
MPPED2	unnamed (+235671), unnamed (+239796), unnamed (+245321), unnamed (+246671), unnamed (+247896), unnamed (+254146), unnamed (+255671)
MPRIP	unnamed (+2165), unnamed (+8765), unnamed (+11140), unnamed (+37665), unnamed (+72090), unnamed (+87015), unnamed (+90965), unnamed (+91640), unnamed (+96440), unnamed (+97740), unnamed (+102790)
MPV17L2	unnamed (+1818)
MPZL1	unnamed (+24825), unnamed (+25850), unnamed (+26425), unnamed (+68450), unnamed (+83400)
MRAP	unnamed (+20037), unnamed (+24862)
MRAP2	unnamed (+137044)
MREG	unnamed (-2937), unnamed (-2137), unnamed (-162), unnamed (+763), unnamed (+7238), unnamed (+8663), unnamed (+201613)
MRLN	unnamed (-135502), unnamed (-113977), unnamed (-83002)
MRM1	unnamed (+120028)
MRO	unnamed (-1286)
MRPL1	unnamed (-35545), unnamed (-34520)
MRPL16	unnamed (-7928)
MRPL21	unnamed (+895)
MRPL32	unnamed (-6775), unnamed (-5900)
MRPL35	unnamed (+9993), unnamed (+25168)
MRPL37	unnamed (+164054), unnamed (+175654), unnamed (+178179), unnamed (+184879)
MRPL39	unnamed (+97192), unnamed (+112842), unnamed (+390667)
MRPL41	unnamed (+17701)
MRPL42	unnamed (+69362)
MRPL46	unnamed (+64519), unnamed (+65669)
MRPS10	unnamed (+4765)
MRPS24	unnamed (-8168)
MRPS25	unnamed (+23235), unnamed (+55535)
MRPS27	unnamed (+85831)
MRPS28	unnamed (-45654), unnamed (-25329), unnamed (-24329), unnamed (-21479), unnamed (-18304), unnamed (-15429), unnamed (-14979), unnamed (-8379), unnamed (-7554), unnamed (-4004), unnamed (+30271)
MRPS35	unnamed (+18752), unnamed (+37177)
MRPS6	unnamed (-122848), unnamed (-122273), unnamed (-98173), unnamed (-79198), unnamed (-53948), unnamed (-51023), unnamed (-26673)
MS4A1	unnamed (-2222), unnamed (+3053), unnamed (+5128), unnamed (+23353), unnamed (+26153), unnamed (+27628)
MS4A10	unnamed (-22498)
MS4A12	unnamed (-33878), unnamed (-31803), unnamed (-13578), unnamed (-10778), unnamed (-9303)
MS4A13	unnamed (+118462)
MS4A14	unnamed (-7963)
MS4A15	unnamed (+5842)
MS4A2	unnamed (+36686)
MS4A6A	unnamed (+59283)
MS4A6E	unnamed (+29769)
MS4A7	unnamed (-13882), unnamed (+10043)
MS4A8	unnamed (-65699)
MSGN1	unnamed (-13346), unnamed (-12521), unnamed (-3271), unnamed (-2171), unnamed (+5854)
MSH2	unnamed (+34081), unnamed (+48781), unnamed (+158006)
MSH6	unnamed (-94082), unnamed (-86657), unnamed (-85482), unnamed (-83732), unnamed (-82607), unnamed (-73807), unnamed (-63932), unnamed (-62957), unnamed (-60207), unnamed (-57032), unnamed (-47357), unnamed (-30532), unnamed (-27207), unnamed (+84368)
MSI1	unnamed (+7055)
MSMO1	unnamed (+6427)
MSRA	unnamed (-461168), unnamed (-417793), unnamed (-402393), unnamed (-400868), unnamed (-344693), unnamed (-335868), unnamed (-334443), unnamed (-333368), unnamed (-328768), unnamed (-326018), unnamed (-305168), unnamed (-304418), unnamed (-302268), unnamed (-300893), unnamed (-281893), unnamed (-280318), unnamed (-276443), unnamed (-275693), unnamed (-272193)
MSS51	unnamed (-46189), unnamed (-44164), unnamed (-39439), unnamed (-36214), unnamed (-34539)
MT1HL1	unnamed (+155693), unnamed (+188418)
MTA3	unnamed (+19804)
MTBP	unnamed (+303024), unnamed (+304049), unnamed (+304749)
MTCH1	unnamed (+9973)
MTCL1	unnamed (+66404), unnamed (+234754)
MTDH	unnamed (+65146)
MTERF4	unnamed (-42380), unnamed (+2420)
MTF1	unnamed (-80530)
MTF2	unnamed (+2012), unnamed (+14912), unnamed (+20212), unnamed (+31312), unnamed (+32487), unnamed (+59487)
MTFMT	unnamed (+24502)
MTFR1	unnamed (+89161), unnamed (+100761), unnamed (+101961), unnamed (+102736), unnamed (+103561), unnamed (+147361), unnamed (+157236)
MTHFD1	unnamed (+21350), unnamed (+34400)
MTHFD1L	unnamed (+22696), unnamed (+40896), unnamed (+61071)
MTIF2	unnamed (+22473)
MTMR10	unnamed (+33554), unnamed (+69429)
MTMR12	unnamed (+17909), unnamed (+34759), unnamed (+37184), unnamed (+60334), unnamed (+65009)
MTMR6	unnamed (+39859)
MTMR9	unnamed (+9634), unnamed (+28459)
MTO1	unnamed (+10747)
MTOR	unnamed (+10407), unnamed (+20857), unnamed (+24882), unnamed (+53682), unnamed (+61057)
MTPAP	unnamed (-70556)
MTR	unnamed (+20690), unnamed (+53415)
MTRR	unnamed (+145896), unnamed (+151746)
MTTP	unnamed (+10542), unnamed (+11067), unnamed (+244742)
MTURN	unnamed (-73185)
MTUS2	unnamed (+305352), unnamed (+689652), unnamed (+764902)
MTX2	unnamed (+223981), unnamed (+662631)
MTX3	unnamed (+9820)
MUC4	unnamed (-65248)
MUC5B	unnamed (+53309)
MUCL1	unnamed (+81363)
MUTYH	unnamed (-73112)
MXD3	unnamed (-21666)
MXD4	unnamed (+6269)
MXI1	unnamed (-72180)
MYADM	unnamed (-1631), unnamed (+169)
MYB	unnamed (+43085)
MYBBP1A	unnamed (+36486)
MYBL1	unnamed (-27051), unnamed (+25349)
MYBPC2	unnamed (+122), unnamed (+1897)
MYBPC3	unnamed (-12173), unnamed (+27177), unnamed (+35302), unnamed (+45877)
MYBPHL	unnamed (-434)
MYC	unnamed (+28281), unnamed (+103381), unnamed (+184556), unnamed (+224781), unnamed (+229081), unnamed (+239156), unnamed (+259731), unnamed (+262231), unnamed (+292006), unnamed (+334956), unnamed (+369231), unnamed (+375481), unnamed (+376206), unnamed (+455531), unnamed (+458056), unnamed (+514906), unnamed (+532031), unnamed (+537081), unnamed (+578131)
MYCBP2	unnamed (-187446), unnamed (-151946), unnamed (-151346), unnamed (-103621), unnamed (-102371), unnamed (-89671), unnamed (-88471), unnamed (-33546), unnamed (-26846), unnamed (-18246), unnamed (-4646), unnamed (+24404), unnamed (+42804), unnamed (+69504), unnamed (+91429), unnamed (+102704), unnamed (+103354), unnamed (+107954), unnamed (+108304), unnamed (+108879), unnamed (+118804), unnamed (+127979), unnamed (+135129), unnamed (+137579), unnamed (+162929), unnamed (+172429), unnamed (+172854), unnamed (+178829), unnamed (+192804), unnamed (+197654), unnamed (+203579), unnamed (+221454), unnamed (+231854), unnamed (+259579)
MYCN	unnamed (+682061), unnamed (+687186), unnamed (+691161), unnamed (+717536)
MYD88	unnamed (+10797), unnamed (+11722), unnamed (+16372)
MYDGF	unnamed (-52130)
MYH10	unnamed (-714)
MYH15	unnamed (-36603), unnamed (-27403), unnamed (-26528), unnamed (-22878)
MYH9	unnamed (+76993)
MYL1	unnamed (-148485), unnamed (-146860), unnamed (-144735), unnamed (-141485), unnamed (-127685)
MYL4	unnamed (-1012)
MYLIP	unnamed (+76325)
MYLK	unnamed (-77532)
MYO15A	unnamed (-6681), unnamed (-4881)
MYO15B	unnamed (+38667), unnamed (+40817)
MYO16	unnamed (-303148)
MYO18A	unnamed (+53862), unnamed (+55712), unnamed (+67262)
MYO19	unnamed (+15738)
MYO1B	unnamed (+384061), unnamed (+390211)
MYO1D	unnamed (+41427), unnamed (+47227), unnamed (+317577), unnamed (+320302), unnamed (+386427)
MYO1E	unnamed (+83300), unnamed (+109025), unnamed (+135625)
MYO1G	unnamed (+5673), unnamed (+7198), unnamed (+8998), unnamed (+10998)
MYO7A	unnamed (+47686)
MYO9B	unnamed (+10469), unnamed (+73744), unnamed (+96069), unnamed (+110344), unnamed (+111469), unnamed (+114994), unnamed (+118769), unnamed (+128594), unnamed (+129094)
MYOC	unnamed (+150833), unnamed (+156833), unnamed (+160458)
MYOF	unnamed (+69294)
MYOM2	unnamed (-34415), unnamed (+65360), unnamed (+83385), unnamed (+563835), unnamed (+609510)
MYOZ2	unnamed (+4241)
MYRF	unnamed (+33626)
MYRFL	unnamed (+81296), unnamed (+243821), unnamed (+255521)
MYRIP	unnamed (-58680), unnamed (-54205)
MYT1L	unnamed (-858906), unnamed (-847381), unnamed (-820856), unnamed (-282556)
MYZAP	unnamed (-82216)
MZT2A	unnamed (-21828)
MZT2B	unnamed (-26857), unnamed (-26107), unnamed (-24807), unnamed (-23382), unnamed (-22332)
N4BP2L2	unnamed (+148035), unnamed (+174435), unnamed (+174660)
N6AMT1	unnamed (-97529), unnamed (-68154)
NAA15	unnamed (+134245)
NAA25	unnamed (+11922), unnamed (+12672), unnamed (+25047), unnamed (+32347), unnamed (+56122), unnamed (+56397), unnamed (+56547), unnamed (+56772), unnamed (+59672), unnamed (+60397), unnamed (+60922), unnamed (+63047)
NAA40	unnamed (+15579)
NAA50	unnamed (+2824), unnamed (+6474), unnamed (+7899), unnamed (+20024)
NAB1	unnamed (-66283)
NABP1	unnamed (-49082), unnamed (-42932)
NACA	unnamed (-21276), unnamed (-20451)
NACA2	unnamed (-225998), unnamed (-225323), unnamed (-224348), unnamed (-194523), unnamed (-192873)
NACAD	unnamed (-18736)
NADK	unnamed (-59281), unnamed (-55656), unnamed (-52281), unnamed (-41131)
NADK2	unnamed (+65073)
NANS	unnamed (-69539), unnamed (-68364), unnamed (-67239), unnamed (-66214), unnamed (-64939), unnamed (-63889), unnamed (-59089), unnamed (-58689), unnamed (-57339), unnamed (-56764), unnamed (-53689), unnamed (-52764), unnamed (-45539), unnamed (-36914), unnamed (-21264), unnamed (+43861)
NAP1L1	unnamed (-892), unnamed (+12933), unnamed (+13308), unnamed (+15433)
NAP1L4	unnamed (-46948), unnamed (-38998), unnamed (-16648)
NAP1L5	unnamed (-125690), unnamed (+78585)
NAPG	unnamed (+78716)
NAPSA	unnamed (+30655)
NARF	unnamed (+3969), unnamed (+20619)
NARFL	unnamed (+3077), unnamed (+4702)
NARS	unnamed (+10173)
NARS2	unnamed (-862761)
NASP	unnamed (-31835), unnamed (-19760), unnamed (+23065)
NAT10	unnamed (+15348), unnamed (+46848), unnamed (+50123)
NAV2	unnamed (-280022), unnamed (-947), unnamed (+63753)
NAV3	unnamed (+167486)
NAXD	unnamed (+44264)
NBAS	unnamed (+21355), unnamed (+249805)
NBEA	unnamed (+220588), unnamed (+221438)
NBN	unnamed (+2266), unnamed (+42991), unnamed (+43741)
NBPF1	unnamed (+162812)
NBPF12	unnamed (+108256)
NCALD	unnamed (-105768)
NCAPG	unnamed (-2452), unnamed (+3848), unnamed (+12723)
NCAPG2	unnamed (+6023), unnamed (+16473), unnamed (+23623), unnamed (+42823)
NCAPH	unnamed (+5313)
NCBP2	unnamed (+11697), unnamed (+12697), unnamed (+13047)
NCBP3	unnamed (+30076), unnamed (+34226), unnamed (+35201), unnamed (+36201), unnamed (+38726)
NCF1	unnamed (-74962)
NCF2	unnamed (+47106), unnamed (+56756), unnamed (+59506), unnamed (+59781), unnamed (+75731), unnamed (+78631), unnamed (+102581), unnamed (+103031), unnamed (+108806), unnamed (+111056), unnamed (+112231), unnamed (+114931)
NCK1	unnamed (+20317), unnamed (+24017), unnamed (+36517), unnamed (+39392), unnamed (+77292), unnamed (+85117), unnamed (+86842)
NCK2	unnamed (-14772), unnamed (-11672)
NCKAP1	unnamed (+508), unnamed (+66908)
NCKAP5	unnamed (-473490), unnamed (-472765), unnamed (-382690)
NCKAP5L	unnamed (+7325), unnamed (+75650), unnamed (+77000), unnamed (+77625), unnamed (+79525)
NCMAP	unnamed (-18561), unnamed (-16586), unnamed (-8311)
NCOA1	unnamed (+47593), unnamed (+160643)
NCOA2	unnamed (+24080), unnamed (+189005)
NCOA6	unnamed (+67589)
NCOR2	unnamed (-367098), unnamed (-366423), unnamed (-361348), unnamed (-359548), unnamed (-352173), unnamed (-333123), unnamed (-304448), unnamed (-301673), unnamed (-298998), unnamed (-287748), unnamed (+81477), unnamed (+91002), unnamed (+96927), unnamed (+97677), unnamed (+101377), unnamed (+135402), unnamed (+148627), unnamed (+504902), unnamed (+508277)
NCS1	unnamed (-69253)
NDC1	unnamed (+12560), unnamed (+15860), unnamed (+72985)
NDC80	unnamed (+2489), unnamed (+17339), unnamed (+27239), unnamed (+28239), unnamed (+34264), unnamed (+35464), unnamed (+41889)
NDOR1	unnamed (+1380)
NDRG3	unnamed (-14772)
NDST3	unnamed (+246180)
NDUFA10	unnamed (+40527)
NDUFA12	unnamed (-31580)
NDUFAF6	unnamed (-66661), unnamed (-55736), unnamed (-38461), unnamed (-36736), unnamed (+7889), unnamed (+25964), unnamed (+37739), unnamed (+47289), unnamed (+68489), unnamed (+71539), unnamed (+75289), unnamed (+76239)
NDUFB2	unnamed (-18521), unnamed (+82679), unnamed (+220004), unnamed (+221329)
NDUFB6	unnamed (+13562)
NDUFV2	unnamed (-318855), unnamed (-150505)
NEB	unnamed (+226012), unnamed (+310512)
NEBL	unnamed (-51648)
NECAB3	unnamed (-9792), unnamed (+63608)
NECAP1	unnamed (+11411), unnamed (+12361)
NECAP2	unnamed (+9939)
NECTIN1	unnamed (+54109), unnamed (+55684)
NEDD1	unnamed (-393116), unnamed (-187316)
NEDD4L	unnamed (-296353), unnamed (-295353), unnamed (-211203), unnamed (-205678), unnamed (-67928), unnamed (-5878), unnamed (+179172), unnamed (+179572), unnamed (+181547), unnamed (+243622), unnamed (+481847), unnamed (+508047)
NEDD9	unnamed (-262993), unnamed (-260018), unnamed (-235143), unnamed (-230068), unnamed (-229443), unnamed (-225843), unnamed (-197018), unnamed (-196093), unnamed (-187418), unnamed (-182168), unnamed (-171918), unnamed (-155593), unnamed (-151768), unnamed (-150918), unnamed (-134768), unnamed (-132218), unnamed (-126593), unnamed (-114518), unnamed (-82143), unnamed (-75293), unnamed (-50043), unnamed (-48118), unnamed (-46593), unnamed (-37968), unnamed (-26893), unnamed (-22518), unnamed (-17443), unnamed (+15382), unnamed (+29257)
NEIL1	unnamed (-590), unnamed (+9935)
NEIL3	unnamed (+30339)
NEK1	unnamed (+11279)
NEK10	unnamed (-111804), unnamed (-110454), unnamed (-98054), unnamed (-75654), unnamed (-23879), unnamed (-22054), unnamed (+9321), unnamed (+10771)
NEK6	unnamed (-119988), unnamed (-50963), unnamed (-47013), unnamed (-46388), unnamed (-43763), unnamed (+57187)
NEK7	unnamed (+366087), unnamed (+379112), unnamed (+382412)
NEK9	unnamed (-20570), unnamed (-11395)
NELFB	unnamed (+1577), unnamed (+11827)
NELL2	unnamed (+28797)
NEMP2	unnamed (-48228), unnamed (+14372), unnamed (+36672), unnamed (+66672), unnamed (+118597)
NES	unnamed (+11897)
NET1	unnamed (+30949), unnamed (+33774), unnamed (+36124)
NETO2	unnamed (-166978)
NEU3	unnamed (-27284), unnamed (+19416)
NEU4	unnamed (+2875)
NEURL3	unnamed (+164257)
NEUROG2	unnamed (-44478), unnamed (-43953), unnamed (+139197)
NEXN	unnamed (+62372)
NFASC	unnamed (+134071)
NFATC1	unnamed (-120650)
NFATC3	unnamed (+108642)
NFATC4	unnamed (-961), unnamed (+864), unnamed (+3614)
NFE2L1	unnamed (+6666)
NFE2L2	unnamed (+2781)
NFE2L3	unnamed (-656065), unnamed (-531965)
NFIA	unnamed (-5362)
NFIB	unnamed (-378583)
NFIL3	unnamed (-290688), unnamed (-288563)
NFKB1	unnamed (+29446), unnamed (+34946), unnamed (+40921), unnamed (+42021), unnamed (+43296), unnamed (+45071), unnamed (+46196), unnamed (+53796), unnamed (+93421), unnamed (+96771), unnamed (+103021)
NFKB2	unnamed (-140422), unnamed (-39047), unnamed (+6653)
NFYA	unnamed (+7555), unnamed (+19605)
NFYB	unnamed (+4364)
NFYC	unnamed (-44338), unnamed (-38763), unnamed (-28563), unnamed (-27863), unnamed (-19188), unnamed (-16138), unnamed (-14088), unnamed (-5788), unnamed (-2638), unnamed (+8087), unnamed (+10337), unnamed (+11162), unnamed (+13112), unnamed (+13962), unnamed (+14687), unnamed (+22387), unnamed (+23737), unnamed (+25537), unnamed (+26362), unnamed (+27662), unnamed (+28237), unnamed (+32812)
NGB	unnamed (+27562)
NGLY1	unnamed (+35776), unnamed (+58376)
NHLRC2	unnamed (+24739)
NID2	unnamed (-106956), unnamed (-581)
NIM1K	unnamed (+113648), unnamed (+114948)
NIN	unnamed (+2696), unnamed (+29121), unnamed (+36646), unnamed (+39921), unnamed (+43296), unnamed (+44771), unnamed (+45596), unnamed (+46371), unnamed (+48671), unnamed (+55496), unnamed (+75971), unnamed (+80346)
