# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
A2ML1	unnamed (+5803), unnamed (+8528)
NLRC5	unnamed (+8352), unnamed (+33502), unnamed (+35302), unnamed (+39577), unnamed (+78502), unnamed (+95677)
NLRP1	unnamed (-2313)
NLRP3	unnamed (-15949), unnamed (-5874), unnamed (+16926), unnamed (+18076)
NLRP6	unnamed (-27045), unnamed (-22195), unnamed (+4680)
NLRP9	unnamed (+48977)
NLRX1	unnamed (-13389)
NMB	unnamed (-23137), unnamed (-18537), unnamed (-13612), unnamed (-12737), unnamed (-11462)
NMBR	unnamed (+622349)
NME6	unnamed (+31683), unnamed (+33508)
NME7	unnamed (+164942), unnamed (+209017)
NMI	unnamed (-7168)
NMNAT2	unnamed (+107452), unnamed (+111052), unnamed (+113377), unnamed (+131477)
NMS	unnamed (-20457)
NNAT	unnamed (-82315), unnamed (-26415)
NNT	unnamed (-34623), unnamed (+19927)
NOCT	unnamed (-34589)
NOD1	unnamed (+55780)
NOD2	unnamed (-9614), unnamed (-4914), unnamed (-1814), unnamed (+5786), unnamed (+10286), unnamed (+15586), unnamed (+38261)
NOG	unnamed (+192701)
NOL10	unnamed (+109742), unnamed (+191292), unnamed (+192417), unnamed (+194717), unnamed (+196917), unnamed (+212992), unnamed (+231467)
NOL11	unnamed (-225358), unnamed (-169858), unnamed (-45633), unnamed (-42733), unnamed (-41758), unnamed (-40133), unnamed (-35383), unnamed (-31458)
NOL4L	unnamed (+64540), unnamed (+71115), unnamed (+72590), unnamed (+77165), unnamed (+78465), unnamed (+92190), unnamed (+107865), unnamed (+133790), unnamed (+187190)
NOL6	unnamed (+9355)
NOP56	unnamed (-35370)
NOP58	unnamed (+32959)
NOS1	unnamed (-604898), unnamed (-576198), unnamed (-575123), unnamed (-565973), unnamed (-557648), unnamed (-551598), unnamed (-547148), unnamed (-545198), unnamed (-542473), unnamed (-536348), unnamed (-532523), unnamed (-528848), unnamed (-525923), unnamed (-522798), unnamed (-520198), unnamed (-516073), unnamed (-511198), unnamed (-495123), unnamed (-484023), unnamed (-457198), unnamed (-413248), unnamed (-387548), unnamed (-324273), unnamed (-302223), unnamed (-300973), unnamed (-297748), unnamed (-222798), unnamed (-202198), unnamed (-134173), unnamed (-5473)
NOS3	unnamed (+20505)
NOSIP	unnamed (+3047), unnamed (+9047), unnamed (+10997), unnamed (+14047), unnamed (+16972), unnamed (+22497), unnamed (+24922), unnamed (+29422), unnamed (+34147), unnamed (+36097), unnamed (+39597), unnamed (+44347)
NOTCH4	unnamed (-101683)
NOTO	unnamed (-28883)
NOV	unnamed (+183769), unnamed (+184569), unnamed (+186394), unnamed (+187444), unnamed (+198094)
NOX3	unnamed (-965497), unnamed (-951947), unnamed (-932647), unnamed (-931322), unnamed (-928822), unnamed (-926922), unnamed (-925397), unnamed (-922122), unnamed (-921672), unnamed (-919322), unnamed (-917922), unnamed (-915472), unnamed (-914672), unnamed (-911972), unnamed (-904447), unnamed (-896147), unnamed (-890647), unnamed (-885447), unnamed (-861047), unnamed (-859347), unnamed (-855047), unnamed (-804272), unnamed (-802172), unnamed (-798647), unnamed (-796322), unnamed (-794222), unnamed (-787572), unnamed (-698322), unnamed (-655022), unnamed (-574722), unnamed (-574197), unnamed (-572147), unnamed (-570972), unnamed (-519097), unnamed (-417272), unnamed (+6903), unnamed (+40503), unnamed (+75003), unnamed (+82928), unnamed (+115853), unnamed (+123253), unnamed (+126378), unnamed (+127153)
NPAS2	unnamed (-232177), unnamed (+121498), unnamed (+130598), unnamed (+171773)
NPAS4	unnamed (-31679), unnamed (-30279), unnamed (-28554), unnamed (+9121)
NPC1	unnamed (+43848)
NPEPL1	unnamed (-30288), unnamed (-788), unnamed (+2687)
NPEPPS	unnamed (+7161)
NPFFR1	unnamed (-24149), unnamed (-11049)
NPIPA7	unnamed (+657945), unnamed (+659370), unnamed (+681970), unnamed (+684145), unnamed (+697545), unnamed (+878695), unnamed (+942670), unnamed (+948945), unnamed (+953045), unnamed (+955120), unnamed (+957245), unnamed (+977995)
NPIPB11	unnamed (+70104), unnamed (+230529), unnamed (+256004)
NPIPB15	unnamed (-13928)
NPIPB2	unnamed (-14130)
NPIPB3	unnamed (-122881), unnamed (-121206), unnamed (+50919)
NPIPB6	unnamed (+46908), unnamed (+50833), unnamed (+54508), unnamed (+56883), unnamed (+62133), unnamed (+65433), unnamed (+66258)
NPL	unnamed (-54625)
NPLOC4	unnamed (+10996)
NPM1	unnamed (-20423), unnamed (-19273)
NPPA	unnamed (-3792), unnamed (+4308)
NPVF	unnamed (-829964)
NQO1	unnamed (+118151), unnamed (+130351), unnamed (+140251)
NR1D1	unnamed (-9275), unnamed (-3500), unnamed (-1375), unnamed (+27400), unnamed (+34000)
NR1D2	unnamed (+13740)
NR2C1	unnamed (+55503)
NR2C2	unnamed (-135690), unnamed (+42785)
NR3C1	unnamed (+320414), unnamed (+350914), unnamed (+364689), unnamed (+368164)
NR4A2	unnamed (-18159)
NR4A3	unnamed (-496205), unnamed (-494255), unnamed (-388805), unnamed (-387830), unnamed (-348180), unnamed (-266080), unnamed (-253680), unnamed (-251780), unnamed (-198930), unnamed (-197655)
NR5A1	unnamed (+13130)
NRAP	unnamed (+71495)
NRCAM	unnamed (+9147), unnamed (+261522)
NREP	unnamed (-314044)
NRF1	unnamed (-95778), unnamed (-94428), unnamed (-93353), unnamed (-90928), unnamed (-47378), unnamed (+122022), unnamed (+134347), unnamed (+134797)
NRG3	unnamed (+392161)
NRIP1	unnamed (-496000), unnamed (+375500)
NRIP3	unnamed (-54226)
NRN1	unnamed (-314406), unnamed (-281856), unnamed (+297019), unnamed (+334419), unnamed (+347144), unnamed (+415519), unnamed (+423869), unnamed (+474169), unnamed (+494744), unnamed (+502194), unnamed (+513294)
NRP1	unnamed (+186887), unnamed (+190487), unnamed (+192337), unnamed (+194787), unnamed (+198187), unnamed (+200637), unnamed (+206187), unnamed (+208537), unnamed (+211762), unnamed (+214262), unnamed (+230262), unnamed (+232037), unnamed (+269262), unnamed (+288637), unnamed (+304387), unnamed (+306712), unnamed (+311087), unnamed (+317737), unnamed (+320137), unnamed (+323887), unnamed (+325137), unnamed (+326312), unnamed (+329187)
NRP2	unnamed (+301625)
NRROS	unnamed (+15214), unnamed (+17464), unnamed (+25614)
NRSN2	unnamed (+25576)
NSD2	unnamed (+60405)
NSD3	unnamed (+89222), unnamed (+95872)
NSF	unnamed (+159581), unnamed (+164406), unnamed (+165331), unnamed (+165731), unnamed (+167106), unnamed (+170131), unnamed (+172981), unnamed (+176006), unnamed (+187106), unnamed (+190456), unnamed (+191981), unnamed (+225806)
NSMCE1	unnamed (+9544), unnamed (+11444), unnamed (+16569), unnamed (+18094), unnamed (+19944), unnamed (+23644), unnamed (+28769), unnamed (+44744), unnamed (+47269)
NSMCE3	unnamed (-183371), unnamed (-129071), unnamed (-113521), unnamed (-74746), unnamed (-71946), unnamed (-53821), unnamed (-49396), unnamed (+7004), unnamed (+44429), unnamed (+61679)
NSMF	unnamed (-55441), unnamed (-54216), unnamed (+7934)
NSRP1	unnamed (+90844), unnamed (+108169)
NSUN4	unnamed (-1952)
NSUN5	unnamed (+21116)
NSUN6	unnamed (+178922), unnamed (+196672), unnamed (+201972), unnamed (+205722), unnamed (+219997), unnamed (+233622), unnamed (+235172), unnamed (+236372), unnamed (+236947), unnamed (+237522), unnamed (+238997), unnamed (+241447), unnamed (+278872), unnamed (+288572), unnamed (+297097), unnamed (+298447), unnamed (+301497), unnamed (+302647), unnamed (+304747), unnamed (+310697), unnamed (+338422), unnamed (+338772), unnamed (+345572), unnamed (+417322), unnamed (+436597), unnamed (+471447), unnamed (+505397), unnamed (+506797), unnamed (+509722)
NSUN7	unnamed (-226172), unnamed (-200147), unnamed (-190872), unnamed (-188447), unnamed (-160397), unnamed (-134172), unnamed (-130422), unnamed (-94972), unnamed (-91997), unnamed (-80272), unnamed (-76372), unnamed (+55778), unnamed (+77553), unnamed (+87853), unnamed (+95478), unnamed (+97653), unnamed (+99053), unnamed (+102328), unnamed (+132803), unnamed (+133628), unnamed (+158053), unnamed (+160653), unnamed (+162828), unnamed (+166928)
NT5C	unnamed (+8420), unnamed (+11870)
NT5C2	unnamed (+215506)
NT5C3A	unnamed (-41053), unnamed (-18328)
NT5DC3	unnamed (-67828), unnamed (-66903), unnamed (-65853), unnamed (-62453), unnamed (-60978), unnamed (-60003), unnamed (-49303)
NT5M	unnamed (+60440), unnamed (+166865)
NTAN1	unnamed (+38989), unnamed (+40614)
NTF4	unnamed (-103)
NTHL1	unnamed (-73684)
NTN1	unnamed (+410083)
NTN4	unnamed (+155133), unnamed (+175783), unnamed (+199908), unnamed (+201883), unnamed (+203308), unnamed (+209408), unnamed (+210733)
NTN5	unnamed (-14343), unnamed (-8293)
NTPCR	unnamed (-40774), unnamed (-39249), unnamed (-26524), unnamed (-7474)
NTRK2	unnamed (+869472)
NTSR1	unnamed (-51837), unnamed (-50012), unnamed (-17812), unnamed (-16287)
NUAK1	unnamed (-96442), unnamed (-92717), unnamed (-89042), unnamed (-86717)
NUAK2	unnamed (+16366)
NUB1	unnamed (+70664), unnamed (+87364)
NUBP1	unnamed (-16020), unnamed (-15095), unnamed (+6080), unnamed (+30305), unnamed (+35480)
NUBPL	unnamed (+386130), unnamed (+445355)
NUCB1	unnamed (+27100)
NUDT1	unnamed (+9464), unnamed (+12939), unnamed (+15989)
NUDT3	unnamed (+21649), unnamed (+50674), unnamed (+64749), unnamed (+80299)
NUDT4	unnamed (-398008), unnamed (-315533), unnamed (-176883), unnamed (-103883)
NUDT5	unnamed (-42701)
NUDT6	unnamed (+67281), unnamed (+76806), unnamed (+77806)
NUFIP2	unnamed (-13482), unnamed (+22443)
NUMB	unnamed (-9295)
NUMBL	unnamed (+4251), unnamed (+4701)
NUP133	unnamed (-45459), unnamed (-42984), unnamed (-34584), unnamed (-17584), unnamed (-2809)
NUP153	unnamed (-259041)
NUP160	unnamed (-94408), unnamed (-92883), unnamed (-20158)
NUP188	unnamed (+77101)
NUP210	unnamed (+52459), unnamed (+70109), unnamed (+111934)
NUP210L	unnamed (-16509), unnamed (-16084), unnamed (+5841)
NUP214	unnamed (+108239)
NUP50	unnamed (+16759)
NUP85	unnamed (+34134), unnamed (+35184), unnamed (+35734), unnamed (+41034), unnamed (+41409), unnamed (+41984)
NUP88	unnamed (+8760), unnamed (+17010), unnamed (+41185), unnamed (+98335)
NUP93	unnamed (+18870), unnamed (+19845), unnamed (+20770)
NUPR1	unnamed (+1958), unnamed (+7558)
NUSAP1	unnamed (+62604)
NVL	unnamed (+134537)
NWD1	unnamed (+1195)
NXPH3	unnamed (-9483)
NXPH4	unnamed (-33795)
NYAP1	unnamed (+6473), unnamed (+19373), unnamed (+33573)
NYAP2	unnamed (+34640), unnamed (+37265)
OAS1	unnamed (-92983), unnamed (-43433), unnamed (-6708), unnamed (+22067)
OAS3	unnamed (-9502)
OAT	unnamed (+303811)
OCM	unnamed (-49523)
ODC1	unnamed (-131721), unnamed (-50171), unnamed (-49046), unnamed (-46746), unnamed (-44546), unnamed (-28471), unnamed (-9996), unnamed (+14829), unnamed (+17554), unnamed (+53404)
ODF1	unnamed (+59903), unnamed (+62028), unnamed (+70528), unnamed (+72053)
OFCC1	unnamed (-329331), unnamed (-281681), unnamed (-276231), unnamed (-270581), unnamed (-268706), unnamed (-267306), unnamed (-266131), unnamed (-264756), unnamed (-199931), unnamed (-160681), unnamed (-159606), unnamed (-81931)
OGDH	unnamed (+4386), unnamed (+6386), unnamed (+7086), unnamed (+18761), unnamed (+20236), unnamed (+21036), unnamed (+34661), unnamed (+70286)
OIP5	unnamed (+94696)
OIT3	unnamed (-186281)
OLFM2	unnamed (-69823), unnamed (+70227)
OLFM3	unnamed (+394348), unnamed (+395198)
OLFML1	unnamed (+20068)
OLFML2A	unnamed (+12479), unnamed (+13229), unnamed (+15329)
ONECUT1	unnamed (+74812)
OPA3	unnamed (+16042), unnamed (+19517), unnamed (+23842), unnamed (+39242)
OPRK1	unnamed (-586028), unnamed (-479303)
OPRM1	unnamed (+224), unnamed (+144974), unnamed (+151199), unnamed (+152524), unnamed (+154049), unnamed (+159274), unnamed (+162124), unnamed (+233174), unnamed (+241949), unnamed (+250049), unnamed (+252474), unnamed (+257674), unnamed (+264424), unnamed (+266074), unnamed (+268024), unnamed (+295124), unnamed (+297149), unnamed (+299474), unnamed (+307249), unnamed (+308099), unnamed (+317599)
OPTC	unnamed (-14718), unnamed (-11893), unnamed (-9818), unnamed (-8393), unnamed (-7468), unnamed (-3718), unnamed (+6657), unnamed (+11057), unnamed (+13182), unnamed (+17682), unnamed (+21857), unnamed (+24482), unnamed (+27057), unnamed (+34557), unnamed (+35707), unnamed (+52182), unnamed (+60382), unnamed (+64157), unnamed (+67257), unnamed (+74782), unnamed (+75957), unnamed (+95282), unnamed (+98882), unnamed (+112557), unnamed (+115482)
OR10H4	unnamed (+65142), unnamed (+113092)
OR10P1	unnamed (+14990)
OR13A1	unnamed (-33182), unnamed (-32857), unnamed (-24632), unnamed (+15393), unnamed (+16418), unnamed (+67668)
OR14I1	unnamed (-61596), unnamed (-58846), unnamed (-22671)
OR1D5	unnamed (+50682), unnamed (+57482), unnamed (+66507), unnamed (+78057), unnamed (+122882), unnamed (+126607), unnamed (+130532), unnamed (+137382), unnamed (+152057), unnamed (+174807), unnamed (+250332)
OR1F1	unnamed (+10053), unnamed (+13553)
OR1L4	unnamed (+10610)
OR1L6	unnamed (-7703)
OR2A4	unnamed (+31976)
OR2AT4	unnamed (+52876)
OR2B11	unnamed (+21980), unnamed (+23130)
OR2T10	unnamed (-15450)
OR2T35	unnamed (+32128)
OR2V2	unnamed (+2464), unnamed (+3064)
OR4B1	unnamed (-208310), unnamed (-206710), unnamed (-206285), unnamed (-189460), unnamed (-177660), unnamed (-157460), unnamed (-151560), unnamed (-119160)
OR4E2	unnamed (+695865), unnamed (+735640), unnamed (+804515), unnamed (+807540), unnamed (+808515), unnamed (+814390), unnamed (+847490), unnamed (+850715), unnamed (+888265), unnamed (+889890)
OR4F3	unnamed (-83118), unnamed (-81618)
OR5AU1	unnamed (-56812)
OR5B21	unnamed (-23070), unnamed (-21595)
ORAI2	unnamed (+18995)
ORC3	unnamed (+88540)
ORM2	unnamed (+1556)
OSBPL10	unnamed (+162577), unnamed (+166902), unnamed (+174527), unnamed (+228202), unnamed (+229902), unnamed (+302327)
OSBPL11	unnamed (+47115)
OSBPL2	unnamed (+52965), unnamed (+54515), unnamed (+55540), unnamed (+56540)
OSBPL3	unnamed (+113713)
OSBPL7	unnamed (+80495), unnamed (+81945)
OSM	unnamed (+14240)
OSTM1	unnamed (+83987)
OTOL1	unnamed (+674367)
OTUB1	unnamed (+87962)
OTUB2	unnamed (+45271)
OTUD1	unnamed (+31842)
OTULIN	unnamed (+44252), unnamed (+48627)
OVGP1	unnamed (+727), unnamed (+24227), unnamed (+25902)
OVOL1	unnamed (-3797), unnamed (+15153), unnamed (+16978)
OVOL3	unnamed (-17851)
OXA1L	unnamed (-38247), unnamed (-15797), unnamed (-11997)
OXCT2	unnamed (-14652), unnamed (+17673)
OXER1	unnamed (-24039), unnamed (-6864), unnamed (-2339), unnamed (+38611), unnamed (+114911)
OXNAD1	unnamed (+72451)
OXTR	unnamed (-94783)
P2RX1	unnamed (-19025)
P2RX2	unnamed (+13008), unnamed (+16733), unnamed (+20058), unnamed (+27383)
P2RX4	unnamed (+43835)
P2RY14	unnamed (+5092)
P2RY2	unnamed (+32001)
P2RY6	unnamed (-14936)
P3H2	unnamed (-185646)
P4HA2	unnamed (+110090), unnamed (+133790)
P4HTM	unnamed (-22689), unnamed (-2114)
PABPC1	unnamed (-163013), unnamed (-156013), unnamed (-154463), unnamed (-148088), unnamed (-137213), unnamed (-136038), unnamed (-130388), unnamed (-128938), unnamed (-127363), unnamed (-126388), unnamed (-110588), unnamed (-109138), unnamed (+32437), unnamed (+45687), unnamed (+46712)
PABPC4	unnamed (-55324)
PABPN1L	unnamed (-66307), unnamed (-63907), unnamed (-62882), unnamed (-50857), unnamed (-46932), unnamed (-43357), unnamed (-42757), unnamed (-41557), unnamed (-27057), unnamed (-18882), unnamed (-14857), unnamed (-7332), unnamed (-3307), unnamed (-132)
PACS1	unnamed (+90296), unnamed (+101946), unnamed (+178471)
PACS2	unnamed (+3406), unnamed (+14081), unnamed (+16606), unnamed (+24431), unnamed (+24956), unnamed (+28131), unnamed (+29156), unnamed (+31381), unnamed (+33281)
PACSIN2	unnamed (-71655), unnamed (-70805), unnamed (-63180), unnamed (-24955), unnamed (+140645)
PADI6	unnamed (+21004), unnamed (+47679), unnamed (+55104)
PAF1	unnamed (+25495)
PAFAH1B1	unnamed (-51671), unnamed (-50696), unnamed (+93354), unnamed (+94429), unnamed (+95979)
PAFAH1B2	unnamed (+28608)
PAFAH1B3	unnamed (+14277)
PAFAH2	unnamed (+27832), unnamed (+43457), unnamed (+79707)
PAG1	unnamed (+155293)
PAIP1	unnamed (-11021)
PAIP2	unnamed (-25892), unnamed (-4542)
PAK2	unnamed (+13293), unnamed (+16118), unnamed (+47893)
PAK4	unnamed (+11786), unnamed (+36986)
PAK6	unnamed (-40495)
PALD1	unnamed (+105729), unnamed (+107554)
PALM	unnamed (+20624)
PALM2	unnamed (+175686)
PAM16	unnamed (+4472), unnamed (+6172)
PAN3	unnamed (+30869), unnamed (+271019), unnamed (+276594), unnamed (+302619), unnamed (+313544)
PANK1	unnamed (+35497)
PANK2	unnamed (+20405), unnamed (+25530), unnamed (+27880), unnamed (+33280), unnamed (+33980), unnamed (+35830), unnamed (+37455), unnamed (+39830), unnamed (+41780)
PANK4	unnamed (+42403)
PANX1	unnamed (+33372)
PAPD7	unnamed (-55589), unnamed (-10214), unnamed (-8664), unnamed (-6939)
PAPPA	unnamed (+213096), unnamed (+215096), unnamed (+226946), unnamed (+228946), unnamed (+233046), unnamed (+234246), unnamed (+237746), unnamed (+256021), unnamed (+297046), unnamed (+352446)
PAPSS1	unnamed (-98448)
PAQR7	unnamed (-23647)
PAQR8	unnamed (-41203), unnamed (-38528), unnamed (-33728), unnamed (-32553)
PARD3B	unnamed (-605193), unnamed (-596693), unnamed (-595043), unnamed (-586518), unnamed (-558843)
PARD6B	unnamed (-138919), unnamed (-134194)
PARL	unnamed (-100243), unnamed (-68843)
PARN	unnamed (+27542), unnamed (+234142), unnamed (+265817), unnamed (+465817), unnamed (+504917)
PARP11	unnamed (-389651), unnamed (-371651), unnamed (-241301), unnamed (-240051), unnamed (-211801), unnamed (-165851), unnamed (-126151), unnamed (-91301)
PARP12	unnamed (-89354), unnamed (-15329), unnamed (-14254), unnamed (+44571), unnamed (+101721)
PARP14	unnamed (-95843), unnamed (-67993), unnamed (-54468)
PARP15	unnamed (+7173), unnamed (+35023), unnamed (+48548)
PARP16	unnamed (-81853), unnamed (+36022)
PARP6	unnamed (-46029)
PARVB	unnamed (+92314), unnamed (+109564), unnamed (+129989), unnamed (+172264)
PARVG	unnamed (-89365), unnamed (-72115), unnamed (-51690), unnamed (-9415), unnamed (+6485), unnamed (+15235), unnamed (+78260)
PASK	unnamed (+17085), unnamed (+17685), unnamed (+25860)
PATJ	unnamed (+416948)
PAX1	unnamed (-157509), unnamed (-156784)
PAX2	unnamed (+144039)
PAX5	unnamed (+170110)
PAXIP1	unnamed (-18641), unnamed (+165509)
PBX3	unnamed (+29687), unnamed (+36862), unnamed (+68762), unnamed (+541612)
PC	unnamed (+91076)
PCBD2	unnamed (-4695)
PCBP1	unnamed (-111854), unnamed (-110979), unnamed (-97404), unnamed (-85204), unnamed (-77554), unnamed (-13154), unnamed (+23096), unnamed (+24596), unnamed (+51071), unnamed (+73846)
PCBP2	unnamed (+17921), unnamed (+21146), unnamed (+22621)
PCCA	unnamed (+444692)
PCCB	unnamed (+357066)
PCDH7	unnamed (-464653)
PCDH9	unnamed (+57193)
PCGF2	unnamed (+16767)
PCGF3	unnamed (+33435), unnamed (+108310)
PCGF5	unnamed (-171101), unnamed (-131451), unnamed (-79426), unnamed (-2301), unnamed (+27724)
PCID2	unnamed (+32065)
PCMT1	unnamed (+66332)
PCMTD1	unnamed (-476852), unnamed (-443977), unnamed (-438652), unnamed (+69523)
PCMTD2	unnamed (-62393), unnamed (-27993), unnamed (-7018), unnamed (+6132)
PCNT	unnamed (+10578), unnamed (+30228), unnamed (+31353), unnamed (+34553), unnamed (+113328)
PCNX1	unnamed (+34720), unnamed (+236370), unnamed (+238095), unnamed (+256020), unnamed (+256745), unnamed (+310495), unnamed (+311520), unnamed (+333070), unnamed (+335120), unnamed (+339945), unnamed (+501645), unnamed (+530345), unnamed (+554595), unnamed (+604545)
PCOTH	unnamed (-271289), unnamed (-172089), unnamed (-170764), unnamed (-169314), unnamed (-121739), unnamed (-119064), unnamed (-101589), unnamed (-99114), unnamed (-97464), unnamed (-96289), unnamed (-91114), unnamed (-89939), unnamed (-87489), unnamed (-59239)
PCSK2	unnamed (+279784)
PCSK9	unnamed (+21327)
PCYT1A	unnamed (+8563), unnamed (+16738), unnamed (+50363), unnamed (+55813)
PDCD1	unnamed (-3117), unnamed (+2358), unnamed (+12558), unnamed (+17483), unnamed (+19758), unnamed (+38683)
PDCD11	unnamed (+52502)
PDCD4	unnamed (-219132), unnamed (-210107), unnamed (-127307), unnamed (-120857), unnamed (-101607), unnamed (-100407), unnamed (-66082), unnamed (-55232), unnamed (-32007)
PDCD5	unnamed (+72732), unnamed (+88957)
PDCD6	unnamed (+20154), unnamed (+25679)
PDCD7	unnamed (-37114)
PDCL3	unnamed (+25285)
PDE10A	unnamed (-345031), unnamed (-336756)
PDE2A	unnamed (-39472), unnamed (-6922), unnamed (+5753), unnamed (+50128), unnamed (+66753), unnamed (+77228), unnamed (+80528), unnamed (+152403), unnamed (+153803)
PDE3A	unnamed (-884895)
PDE4B	unnamed (+463536), unnamed (+473386), unnamed (+480361), unnamed (+481861)
PDE6A	unnamed (+39893), unnamed (+148493), unnamed (+171593), unnamed (+172868)
