A.intersect.value	CLL.A34023.CEMT_4.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34039.CEMT_5.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34078.CEMT_6.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34942.CEMT_26.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34949.CEMT_27.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34956.CEMT_28.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34963.CEMT_29.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A35240.CEMT_25.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_GCACTT.FindER2.bed.remDups.bed.intersect.value	CLL.A35247.CEMT_30.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_GGCTAC.FindER2.bed.remDups.bed.intersect.value	CLL.A60647.CEMT_94.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60654.CEMT_95.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60661.CEMT_96.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60666.CEMT_97.H3K36me3.hg38.bwa-sb.IX4419.C9587ANXX_4_ATGTCA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135678_EGAR00001139764_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001135685_EGAR00001139767_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133241_EGAR00001137327_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215952_EGAR00001228603_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171934_EGAR00001185148_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133248_EGAR00001137335_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323204_EGAR00001352516_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291868_EGAR00001320595_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323211_EGAR00001352511_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291885_EGAR00001320546_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323208_EGAR00001352512_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326464_EGAR00001355737_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272587_EGAR00001300134_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272615_EGAR00001300042_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272623_EGAR00001300050_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272638_EGAR00001300127_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272667_merged3runs_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272688_EGAR00001300081_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272657_EGAR00001300004_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272663_EGAR00001300010_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272652_EGAR00001299999_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272583_EGAR00001300071_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304986_EGAR00001334469_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304994_EGAR00001334419_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326453_EGAR00001355726_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305063_EGAR00001334390_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305082_EGAR00001334361_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295795_EGAX00001326624_EGAR00001355770_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326575_EGAR00001355825_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326601_EGAR00001355747_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326483_EGAR00001355810_usMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68890.CEMT_129.H3K36me3.hg38.bwa-sb.IX5127.CAVYBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70852.CEMT_134.H3K36me3.hg38.IX5208.CAVPBANXX_1_ACAGTG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70859.CEMT_135.H3K36me3.hg38.A70859_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70866.CEMT_136.H3K36me3.hg38.IX5211.CAVPBANXX_4_ACTGAT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70873.CEMT_137.H3K36me3.hg38.IX5212.CAVPBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70880.CEMT_138.H3K36me3.hg38.IX5214.CAVPBANXX_7_CACTCA.FindER2.bed.remDups.bed.intersect.value
chr2_88792350_88792950	0	0	0	150	0	0	0	75	300	0	0	0	600	0	0	0	0	0	0	0	0	600	0	0	0	600	600	0	0	0	0	0	600	600	0	600	0	0	0	600	600	0	150	0	600	600	600	600	600	600
chr2_88796400_88798500	0	0	450	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0	225	0	0	1800	0	0	0	2100	2100	0	0	0	0	0	2100	2100	0	2100	0	0	0	2100	2100	0	1425	0	2100	2100	2100	2100	2100	2100
chr2_88799750_88801450	0	0	0	0	0	0	0	0	0	0	0	0	1225	0	0	0	0	0	0	0	0	625	0	0	0	1700	1700	0	0	0	0	0	1700	1700	0	1700	0	0	0	1150	1650	0	525	0	1700	1700	1700	1700	1700	1700
chr2_88802550_88803400	0	0	150	0	0	0	0	0	0	0	0	0	450	0	100	0	0	0	0	0	0	600	0	0	0	850	850	0	0	0	0	0	850	850	0	850	0	0	0	850	825	0	0	0	850	850	850	850	850	850
chr2_88803800_88804200	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	375	0	0	0	400	400	0	0	0	0	0	400	400	0	400	0	0	0	400	375	0	0	0	400	400	400	400	400	400
chr2_88804800_88805150	0	0	125	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	350	350	0	0	0	0	0	350	350	0	350	0	0	0	350	350	0	275	0	350	350	350	350	350	350
chr2_88819800_88820200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	25	0	0	0	375	400	0	0	0	0	0	400	400	0	400	0	0	0	0	400	0	0	0	400	400	400	400	400	400
chr2_91478400_91478850	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	450	450	225	0	0	450	0	0	0	0	0	0	450	0	0	0	0	0	0	0	450	0	150	0	0	0	0	0	0	0
chr2_95346300_95346750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	75	450	0	0	0	0	0	75	450	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0
chr2_96346950_96347750	0	0	225	375	0	0	800	0	0	0	125	0	0	0	375	0	0	0	0	0	0	425	0	0	0	800	800	0	200	0	0	0	800	800	0	800	0	0	0	0	800	0	0	0	800	800	800	800	800	800
chr2_96356100_96356450	350	0	350	0	75	0	350	75	150	0	0	0	0	225	0	0	0	75	0	0	0	0	0	0	0	350	350	0	0	0	0	0	350	350	0	350	0	0	0	0	350	0	0	0	350	350	350	350	350	350
chr2_96360000_96360300	0	0	0	0	0	0	150	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	300	0	0	0	300	300	300	300	300	300
chr2_96360450_96361050	0	0	450	150	0	0	450	0	0	0	0	0	0	600	300	0	0	0	0	0	0	300	0	0	0	600	600	0	0	0	0	0	600	600	0	600	0	0	0	0	600	0	0	0	600	600	600	600	600	600
chr2_96361750_96362250	0	0	500	200	0	0	150	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	500	500	0	0	0	0	0	500	500	0	500	0	0	0	0	500	0	0	0	500	500	500	500	500	500
chr2_96372600_96373050	300	0	150	450	0	75	0	0	300	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	450	450	0	0	0	0	0	450	450	0	450	0	0	0	0	450	0	0	0	450	450	450	450	450	450
chr2_96374800_96375100	0	0	100	300	125	0	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	275	0	0	0	300	200	300	300	300	300
chr2_96860250_96861150	0	0	0	0	0	0	0	0	0	0	0	0	0	75	525	75	0	0	0	0	675	900	750	0	0	900	0	375	0	0	0	0	900	0	0	0	0	0	525	0	900	825	750	0	0	0	0	0	0	0
chr2_96863250_96863550	0	225	0	0	0	300	0	0	0	150	225	0	150	0	0	0	0	0	0	0	75	0	300	0	0	300	0	0	0	0	0	0	300	0	0	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0
chr2_96868950_96870300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	375	525	0	1350	0	0	0	0	0	0	1350	600	0	0	1050	0	225	0	1350	525	525	525	0	0	0	0	0	0
chr2_98822550_98823000	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	450	0	0	0	0	0	0	450	0	0	450	225	0	0	0	450	300	450	375	0	0	0	0	0	0
chr2_109372500_109373250	0	0	0	750	0	0	0	0	0	375	0	0	0	300	750	750	750	0	0	0	0	0	0	0	0	750	0	750	675	750	450	750	750	0	0	0	600	0	0	750	750	0	750	0	0	0	0	0	0	0
chr2_109436850_109437300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	450	450	450	0	0	0	0	0	0	0	450	0	450	450	450	450	450	450	0	0	0	300	0	0	450	450	0	450	0	0	0	0	0	0	0
chr2_109502050_109502400	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	350	50	0	0	0	0	125	75	0	0	350	0	350	0	350	125	350	350	0	0	0	0	0	0	350	350	0	350	0	0	0	0	0	0	0
chr2_110634350_110634500	150	0	150	0	0	0	150	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	150	150	0	0	0	0	0	150	150	0	150	0	0	0	125	125	0	50	0	150	150	150	150	150	150
chr2_110635300_110635450	125	0	0	125	0	0	125	0	50	0	0	0	0	0	0	150	0	150	0	50	0	0	0	0	0	150	150	0	0	0	0	0	150	150	0	150	0	0	0	0	125	0	125	0	150	150	150	150	150	150
chr2_110636650_110636850	200	0	200	125	0	0	200	0	0	0	0	200	50	0	75	0	150	0	0	0	0	0	0	0	0	200	200	0	0	0	0	0	200	200	0	200	0	0	0	75	200	0	0	0	200	200	200	200	200	200
chr2_110643750_110644100	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	350	0	0	0	350	350	0	0	0	0	0	350	350	0	350	350	0	0	350	350	0	50	0	350	350	350	350	350	350
chr2_110644300_110644900	275	0	0	425	0	0	350	0	0	0	0	0	0	0	600	0	0	0	0	0	0	350	0	0	0	600	600	275	0	0	0	0	600	600	0	600	0	0	0	0	575	0	575	0	600	600	600	600	600	600
chr2_110646100_110646450	0	0	0	200	0	0	50	0	0	0	0	0	0	225	125	0	0	275	0	0	0	275	0	0	0	350	350	50	0	0	0	0	350	350	0	350	0	0	0	0	350	0	0	0	350	350	350	350	350	350
chr2_110784800_110787000	0	0	0	0	0	0	0	0	0	0	0	600	675	475	0	0	0	450	0	0	0	25	0	0	0	2200	0	0	0	0	0	0	2200	0	0	0	0	0	0	0	2175	0	0	0	375	600	600	0	675	525
chr2_110788800_110790250	0	0	0	0	375	0	0	0	0	0	25	0	0	175	0	0	0	0	0	525	0	175	0	450	0	1450	0	0	0	0	0	550	1450	0	0	0	0	0	0	0	1425	0	0	0	0	0	0	0	0	0
chr2_110790500_110792250	0	0	0	0	0	0	0	0	0	225	700	0	0	300	0	0	0	0	0	0	0	325	0	0	0	1750	0	0	0	0	0	0	1750	0	0	0	525	0	0	0	1725	0	300	0	0	0	0	0	0	0
chr2_110792600_110802600	0	0	0	675	0	625	0	0	325	750	375	0	0	825	0	525	300	750	0	300	0	0	0	675	0	10000	0	0	0	0	0	600	10000	0	375	0	900	0	0	0	9975	0	0	0	900	300	825	750	975	825
chr2_110804850_110811450	0	0	375	375	0	0	0	0	0	450	300	0	0	600	0	525	0	1500	0	0	0	675	0	450	0	6600	0	375	0	0	0	450	6600	0	450	0	375	0	0	0	6600	0	0	375	0	0	0	75	75	75
chr2_110812400_110814150	0	0	0	300	600	0	0	0	0	450	0	0	375	0	0	0	375	475	0	0	0	825	0	150	0	1725	0	0	0	0	0	0	1750	0	375	0	0	0	0	0	1750	0	0	0	0	175	0	0	0	0
chr2_110815400_110815900	0	0	0	300	0	0	0	0	0	0	175	0	0	475	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	500	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0
chr2_110817000_110817600	0	0	0	0	0	0	0	0	0	525	0	0	0	600	0	300	0	0	0	225	0	0	0	0	0	600	0	300	0	0	0	0	600	0	0	0	225	0	0	0	600	0	0	0	0	0	0	0	0	0
chr2_110829000_110830050	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1050	0	0	0	0	0	0	1050	0	0	0	0	0	0	0	1050	0	0	0	0	0	0	0	0	0
chr2_110834250_110834850	0	0	75	0	0	0	0	0	0	0	0	0	0	0	75	0	375	225	0	0	0	0	0	300	0	600	0	0	0	0	0	0	600	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0
chr2_110835200_110835900	0	0	0	600	375	0	0	0	0	450	0	0	0	0	0	0	300	0	0	0	0	75	0	375	0	700	0	0	0	0	0	0	700	0	0	0	0	0	0	150	675	0	0	0	0	0	0	0	0	0
chr2_110837600_110839050	0	600	0	0	0	825	0	0	0	825	825	0	900	600	0	900	0	0	0	0	0	1075	0	0	0	1450	0	0	0	0	0	0	1450	0	0	0	0	0	0	0	1425	0	525	0	0	0	0	0	0	0
chr2_110841600_110842150	0	0	450	400	0	0	0	0	0	300	0	0	0	0	0	375	0	0	0	0	0	225	0	0	0	550	0	0	0	0	0	0	550	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0
chr2_110842650_110843200	0	0	0	0	0	0	0	0	0	0	250	0	175	0	0	475	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	100	550	0	100	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0
chr2_110843450_110844400	0	0	0	750	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	925	0	0	0	0	0	0	950	0	100	0	0	0	0	0	925	0	0	0	0	0	0	0	0	0
chr2_110848350_110849500	0	0	100	450	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	375	0	900	0	0	0	1150	0	0	0	0	0	0	1150	0	0	0	0	0	0	0	1125	150	0	0	0	0	0	0	0	0
chr2_110851650_110852400	0	0	150	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	225	0	75	0	750	0	0	0	0	0	225	750	0	450	0	0	150	0	0	750	0	0	0	0	0	0	0	0	0
chr2_110860650_110861200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	550	0	0	0	0	0	0	550	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0
chr2_110869200_110871150	0	0	0	675	0	0	0	0	0	900	0	0	0	0	0	0	300	0	0	0	0	600	0	0	0	1950	0	75	0	0	0	0	1950	0	0	0	0	0	0	0	1950	0	0	0	0	0	0	0	0	0
chr2_110871350_110872150	0	0	0	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	750	0	0	0	0	0	0	800	0	0	0	0	0	0	0	800	0	0	0	0	0	0	0	0	0
chr2_110873450_110873800	0	0	0	0	0	250	0	0	325	0	0	0	0	0	0	0	0	0	0	0	350	325	0	0	0	350	0	0	0	0	0	325	350	0	25	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
chr2_110877500_110877900	0	0	0	300	0	0	0	0	0	325	300	0	0	0	0	0	0	0	0	0	0	400	0	0	0	400	0	0	0	0	0	0	400	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0
chr2_110927550_110928000	0	0	0	375	0	150	0	0	0	450	0	450	0	300	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	450	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	150
chr2_110933150_110936100	0	0	0	750	0	900	0	0	450	975	375	0	0	1725	0	450	0	825	0	0	0	1000	0	300	0	2950	0	0	0	0	0	675	2950	0	0	0	0	0	375	0	2925	0	0	0	0	0	0	0	0	0
chr2_110937950_110938350	0	0	0	0	0	0	0	0	0	400	400	0	0	0	0	0	0	0	0	0	0	400	0	0	0	400	0	0	0	0	0	0	400	0	0	0	0	300	0	0	375	0	0	0	0	0	0	0	0	0
chr2_110947400_110948200	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	475	0	0	0	0	0	0	0	0	0	800	0	0	0	0	0	0	800	0	0	0	0	0	0	0	750	0	0	0	0	0	0	0	0	0
chr2_110958800_110959300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	325	0	0	0	450	0	0	0	0	0	0	500	0	0	0	0	0	0	0	475	0	250	0	0	0	0	0	0	0
chr2_110961800_110962200	0	0	0	0	0	0	0	0	300	300	0	225	400	0	0	75	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	400	0	0	0	0	0	0	0	400	0	0	0	325	0	325	400	400	400
chr2_110965700_110967100	0	0	0	600	0	0	0	0	0	300	0	0	0	475	0	750	0	0	0	300	0	1000	0	750	0	1400	0	0	0	0	0	0	1400	0	0	0	0	0	0	0	1350	0	0	0	0	0	0	0	0	0
chr2_110988050_110988400	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	175	25	0	0	0	0	0	0	325	0	0	0	0	0	0	350	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0
chr2_110992200_110992500	0	0	0	0	0	0	0	0	0	300	300	0	0	300	0	0	0	225	0	0	0	0	0	300	0	300	0	0	0	0	0	0	300	0	0	0	0	0	0	0	300	75	0	0	0	0	0	0	0	0
chr2_110996150_110997300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	1150	0	0	0	0	0	0	1150	0	0	0	0	0	0	0	1125	0	0	0	0	75	0	0	0	225
chr2_110999400_111000250	0	600	525	700	400	0	25	0	0	0	700	325	0	175	0	0	0	0	0	0	0	0	0	0	0	850	0	0	0	0	0	0	850	0	0	0	0	0	0	0	825	450	0	0	0	0	0	0	0	0
chr2_111016650_111017350	0	0	375	475	0	475	0	0	0	450	550	0	0	25	0	0	0	0	0	0	0	0	0	0	0	700	0	0	0	0	0	100	700	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0
chr2_111022350_111024900	0	0	0	75	0	0	0	0	0	675	0	0	0	450	0	0	375	0	0	0	0	1575	0	375	0	2550	0	0	0	0	0	675	2550	0	0	0	0	0	0	0	2550	0	0	0	0	0	0	75	0	525
chr2_111029300_111030400	375	0	0	925	0	0	0	0	0	0	525	0	0	0	0	0	0	600	0	0	0	900	0	525	0	1075	0	0	0	0	0	0	1100	0	0	0	0	0	0	25	1075	0	0	0	0	0	0	0	0	0
chr2_111031350_111035350	0	0	0	1125	600	450	0	0	0	750	375	0	0	300	0	300	0	0	0	450	0	675	0	0	0	4000	0	0	0	0	0	0	4000	0	0	0	0	0	0	0	3975	0	0	0	0	0	0	0	0	0
chr2_111037800_111038100	0	0	0	300	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	300	0	0	150	0	0	300	300	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
chr2_111040550_111041550	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	975	0	0	0	0	0	0	1000	0	0	0	0	450	0	0	1000	0	0	0	0	0	0	0	0	0
chr2_111043800_111044350	0	0	0	0	0	0	0	0	0	375	0	0	0	150	0	0	0	75	0	0	0	325	375	0	0	550	0	0	0	0	0	0	550	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0
chr2_111045650_111046100	0	0	0	0	0	0	0	0	0	450	50	200	0	450	0	0	0	0	0	0	0	200	0	0	0	450	0	0	0	0	0	0	450	0	250	0	0	0	0	0	425	50	0	0	0	0	0	0	0	0
chr2_111047050_111047400	0	0	150	0	0	0	0	0	0	350	0	50	0	0	0	0	0	350	0	0	0	200	0	200	0	350	0	0	0	0	0	0	350	0	350	0	0	0	0	0	350	0	0	0	0	75	0	0	0	0
chr2_111067850_111068350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	500	300	500	0	500	0	450	0	0	0	0	0	0	500	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0
chr2_111093200_111095250	300	0	750	525	0	0	0	0	0	0	0	675	0	0	0	375	0	0	0	0	0	2050	0	0	0	2050	0	0	0	0	0	0	2050	0	300	0	0	0	0	0	2025	675	0	0	0	0	0	0	0	0
chr2_111095550_111096000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	450	0	0	0	0	0	0	450	0	0	0	0	375	300	0	450	0	0	0	0	0	0	0	0	0
chr2_111112650_111113550	0	0	0	300	0	0	0	0	0	525	675	300	0	0	0	450	0	0	0	0	0	300	0	0	225	900	0	0	375	0	0	0	900	0	75	0	0	0	0	0	900	0	0	0	0	0	0	0	0	0
chr2_111205800_111206100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	300	0	0	0	0	0	0	0	300	0	0	0	0	300	0	0	0	0
chr2_111246350_111247000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	600	0	0	0	0	0	375	650	0	0	0	0	0	650	0	625	325	0	0	0	0	0	0	0	0
chr2_111248250_111248550	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	300	75	0	0	0	0	0	300	0	0	0	300	0	0	0	300	0	0	0	0	0	0	0	0	0
chr2_112737000_112737800	0	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	500	500	200	0	125	0	0	0	800	800	0	0	0	0	0	800	800	0	800	0	0	0	0	800	0	0	0	800	800	800	800	800	800
chr2_112738600_112738850	0	0	0	0	200	0	250	50	50	0	0	0	0	250	250	0	0	50	0	0	0	125	50	0	0	250	250	0	0	0	0	125	250	250	0	250	0	0	0	0	250	0	0	0	250	250	250	250	250	250
chr2_112741900_112743000	350	0	0	275	200	0	275	200	275	0	0	0	0	450	125	450	0	450	0	0	0	0	0	450	0	1100	1100	0	0	0	0	0	1100	1100	750	1100	0	0	0	0	1100	0	0	0	1100	1100	1100	1100	1100	1100
chr2_112743800_112744200	100	0	0	100	0	0	75	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	400	400	0	0	0	0	0	400	400	225	400	0	0	0	0	375	150	0	0	400	400	400	400	400	400
chr2_112744450_112745950	600	0	0	600	375	0	350	0	0	275	0	0	0	200	0	0	300	1250	0	0	0	0	0	125	0	1500	1500	0	0	0	0	0	1500	1500	0	1500	425	0	0	0	1475	200	0	0	1500	1500	1500	1500	1500	1500
chr2_112748300_112748950	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	625	650	0	0	0	0	0	650	650	0	650	0	0	0	0	600	0	0	0	650	650	650	650	650	650
chr2_112749600_112749900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	300	0	0	0	300	300	300	300	300	300
chr2_112752650_112753200	0	0	0	0	0	0	0	0	0	0	0	0	0	525	550	0	0	300	0	0	0	100	0	100	0	550	550	0	0	0	0	0	550	550	0	550	0	0	0	0	525	0	0	0	550	550	550	550	550	550
chr2_112754250_112759800	525	0	525	600	825	0	600	0	0	150	150	450	150	525	975	750	0	225	300	675	450	675	0	600	0	5550	5550	300	0	0	0	450	5550	5550	525	5550	0	0	0	0	5550	0	0	0	5550	5550	5550	5550	5550	5550
chr2_112761900_112762650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	225	0	0	0	750	750	0	0	0	0	0	750	750	375	750	0	0	0	0	750	0	0	0	750	750	750	750	750	750
chr2_114004700_114005100	0	0	0	0	0	0	0	0	0	400	400	0	100	400	0	0	0	250	0	0	75	375	0	0	0	375	0	0	0	0	0	0	375	0	0	75	0	0	0	0	400	0	0	0	0	0	0	0	0	0
chr2_118224450_118224900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	450	450	0	0	0	300	0	0	450	450	0	0	0	0	0	0	0	0
chr2_118310000_118310400	0	0	0	400	0	0	0	400	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	75	0	400	0	0	0	0	0	0	400	0	400	150	0	0	0	0	375	0	375	0	0	0	0	0	0	0
chr2_127219650_127220200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	0	525	0	0	250	0	0	0	0	550	0	250	0	0	0	0	0	0	0
chr2_147125400_147126000	0	0	0	0	0	0	0	0	0	375	0	0	0	600	0	0	0	375	0	0	0	600	0	0	0	600	0	0	0	0	0	0	600	0	0	0	0	0	0	0	600	0	300	0	225	75	300	600	600	600
chr2_152579350_152579700	0	0	0	200	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	350	0	275	0	350	0	0	0	0	275	0	350	0	0	125	0	0	0	0	350	0	0	0	0	0	0	0	0	0
