A.dname	CLL_25.bed.combine.5mC.CpG.dname	CLL_26.bed.combine.5mC.CpG.dname	CLL_27.bed.combine.5mC.CpG.dname	CLL_28.bed.combine.5mC.CpG.dname	CLL_28.large.bed.combine.5mC.CpG.dname	CLL_28.small.bed.combine.5mC.CpG.dname	CLL_29.bed.combine.5mC.CpG.dname	CLL_30.bed.combine.5mC.CpG.dname	CLL_30.large.bed.combine.5mC.CpG.dname	CLL_30.small.bed.combine.5mC.CpG.dname	CLL_4.bed.combine.5mC.CpG.dname	CLL_5.bed.combine.5mC.CpG.dname	CLL_6.bed.combine.5mC.CpG.dname	CLL_94.bed.combine.5mC.CpG.dname	CLL_95.bed.combine.5mC.CpG.dname	CLL_96.bed.combine.5mC.CpG.dname	CLL_97.bed.combine.5mC.CpG.dname	EGAN00001095766:NBC.1:C003K9.bed.combine.5mC.CpG.dname	EGAN00001095769:NBC.2:C0068L.bed.combine.5mC.CpG.dname	EGAN00001096889:csMBC.2:C003JB.bed.combine.5mC.CpG.dname	EGAN00001096891:MBC.3:C003N3.bed.combine.5mC.CpG.dname	EGAN00001096949:NBC.3:S001JP.bed.combine.5mC.CpG.dname	EGAN00001170519:HMPC.1:F2012-2912.bed.combine.5mC.CpG.dname	EGAN00001170520:PreBC.1:F2012-2912.bed.combine.5mC.CpG.dname	EGAN00001170521:GCBC.1:T11_8.bed.combine.5mC.CpG.dname	EGAN00001170522:PBC.1:MO7071.bed.combine.5mC.CpG.dname	EGAN00001220205:csMBC.1:S004P1.bed.combine.5mC.CpG.dname	EGAN00001220214:NBC.4:S00DM8.bed.combine.5mC.CpG.dname	EGAN00001235812:MBC.2:csMBC.bed.combine.5mC.CpG.dname	EGAN00001266052:HMPC.2:F2012-2912.bed.combine.5mC.CpG.dname	EGAN00001266053:PreBC.2:F2012-2912.bed.combine.5mC.CpG.dname	EGAN00001266054:GCBC.2:T14_10.bed.combine.5mC.CpG.dname	EGAN00001266055:NBC.5:NC11_41.bed.combine.5mC.CpG.dname	EGAN00001266056:csMBC.3:NC11_41.bed.combine.5mC.CpG.dname	EGAN00001266057:PBC.2:V156.bed.combine.5mC.CpG.dname	EGAN00001280907:MBC.1:S017RE.bed.combine.5mC.CpG.dname	EGAN00001282097:GCBC.3:T14_11.bed.combine.5mC.CpG.dname	EGAN00001282098:PBC.3:T14_10.bed.combine.5mC.CpG.dname	EGAN00001282099:PBC.4:T12_20.bed.combine.5mC.CpG.dname	EGAN00001282100:PBC.5:T13_1.bed.combine.5mC.CpG.dname	EGAN00001286337:NBC.6:NC11_83.bed.combine.5mC.CpG.dname	EGAN00001343490:CLL.182:182CLL.bed.combine.5mC.CpG.dname	EGAN00001343492:CLL.12:12CLL.bed.combine.5mC.CpG.dname	EGAN00001343494:CLL.110:110CLL.bed.combine.5mC.CpG.dname	EGAN00001356805:NBC.7:NC15_72.bed.combine.5mC.CpG.dname	EGAN00001358479:CLL.1525:1525CLL.bed.combine.5mC.CpG.dname	EGAN00001358480:CLL.1532:1532CLL.bed.combine.5mC.CpG.dname	EGAN00001401801:CLL.1228:1228CLL.bed.combine.5mC.CpG.dname	GCBC_129.bed.combine.5mC.CpG.dname	GCBC_134.bed.combine.5mC.CpG.dname	GCBC_135.bed.combine.5mC.CpG.dname	GCBC_136.bed.combine.5mC.CpG.dname	GCBC_137.bed.combine.5mC.CpG.dname	GCBC_138.bed.combine.5mC.CpG.dname
chr18_55437750_55438650	0.675315	0.639054	0.054596	0.760708	0.785650	0.778146	0.687891	0.073348	0.069713	0.001792	0.018177	0.154225	0.657391	0.236448	0.059495	0.237946	0.019275	0.923726	0.970806	0.845107	0.914712	0.952737	0.959440	0.922122	0.853210	0.761357	0.861673	0.894001	1.000000	0.944373	0.947158	0.916145	0.939748	0.823088	0.812340	0.849888	0.845767	0.858629	0.870179	0.803210	0.687642	0.079415	0.110210	0.395882	0.960976	0.795161	0.279382	0.840237	0.882617	0.875327	0.900765	0.889014	0.890053	0.879841
chr18_55438850_55440400	0.646034	0.345242	0.107625	0.398181	0.404547	0.395726	0.237161	0.072700	0.117891	0.035158	0.153102	0.325821	0.338058	0.141685	0.054092	0.156714	0.090822	0.702965	0.731140	0.738893	0.673157	0.780121	0.954990	0.876112	0.771354	0.646015	0.730085	0.752033	0.944576	0.957439	0.872965	0.725662	0.744485	0.704160	0.665712	0.713997	0.752480	0.710084	0.672468	0.695198	0.559135	0.432869	0.209937	0.436770	0.803324	0.383905	0.188452	0.459006	0.689552	0.754901	0.718888	0.654148	0.690924	0.764217
chr18_55452300_55452850	0.933562	0.847527	0.828564	0.921797	0.862189	0.894064	0.699262	0.765480	0.778257	0.806202	0.766743	0.619239	0.922361	0.688825	0.507319	0.738451	0.685440	0.948155	0.925367	0.861110	0.942420	0.960565	0.983910	0.952894	0.865638	0.699287	0.837848	0.924373	NAN	0.953175	0.978321	0.889252	0.964704	0.781596	0.816302	0.953126	0.881046	0.890652	0.870727	0.827621	0.688269	0.391582	0.854187	0.897374	0.984849	0.785321	0.500000	0.914728	0.839895	0.757026	0.857360	0.857001	0.832408	0.873793
chr18_55505550_55505700	0.940828	0.940050	0.588750	0.959799	0.940186	0.956606	0.890805	0.958779	0.923336	0.932727	0.943869	0.863890	0.903602	0.930986	0.932271	0.982196	0.915196	0.946103	0.943543	0.937834	0.930391	0.957818	0.950046	0.948191	0.954341	0.920619	0.913518	0.976794	NAN	0.964893	0.935382	0.920521	0.957400	0.945124	0.832416	0.941105	0.933940	0.945902	0.911949	0.836327	0.777028	0.959908	0.869721	0.860655	0.953364	0.933871	0.926016	0.969738	0.944651	0.946850	0.948635	0.948889	0.914430	0.955437
chr18_55533250_55533900	0.474975	0.239267	0.052273	0.348210	0.387443	0.288525	0.395238	0.022599	0.054929	0.095833	0.019905	0.301417	0.441483	0.081242	0.058085	0.317942	0.065574	0.919944	0.979557	0.837243	0.891576	0.968158	0.941051	0.976760	0.813527	0.513982	0.701789	0.966942	0.937500	0.970543	0.951383	0.864087	0.936390	0.682314	0.610598	0.864961	0.882775	0.835187	0.763593	0.787051	0.875518	0.051691	0.094878	0.401576	0.909738	0.475912	0.071104	0.266667	0.876943	0.799495	0.765309	0.781746	0.790918	0.737074
chr18_55534200_55534500	0.563492	0.360000	0.061456	0.371795	0.394737	0.356060	0.462500	0.153061	0.119048	0.103774	0.018868	0.150620	0.267857	0.490119	0.000000	0.071428	0.000000	1.000000	0.954852	0.822112	0.856566	0.913653	0.891229	0.886184	0.792986	0.589785	0.729730	0.880519	0.428571	0.967202	0.948750	0.882184	0.891397	0.588115	0.603528	0.815555	0.675223	0.768750	0.655555	0.651923	0.822916	0.056818	0.028571	0.133334	0.931035	0.371439	0.044444	0.340199	0.697619	0.778986	0.641025	0.669592	0.597922	0.605002
chr18_55534750_55534900	0.382353	0.022222	0.071429	0.021277	-0.000000	0.014286	0.038462	0.000000	0.000000	0.000000	0.000000	0.012048	-0.000000	0.000000	0.000000	-0.000000	0.000000	1.000000	0.923077	0.857143	NAN	0.777778	0.916667	0.954545	0.695652	0.654545	NAN	NAN	0.333333	0.939394	0.942857	0.823529	0.631579	0.734694	0.590164	0.653846	0.571429	0.804878	0.772727	0.615385	NAN	0.000000	0.000000	0.042553	0.918919	-0.000000	0.023810	0.086207	0.818182	0.763158	0.793651	0.771930	0.660000	0.726316
chr18_55535100_55535450	0.694208	0.198048	0.072161	0.253697	0.103036	0.105512	0.690132	0.074519	0.035673	0.013889	0.017027	0.067101	0.066252	0.039474	0.011932	0.005435	0.000000	0.928680	0.946429	0.744196	0.879018	0.954780	0.978821	0.960461	0.749584	0.470172	0.784758	0.920384	NAN	0.964147	0.985756	0.838277	0.895977	0.670719	0.596822	0.785885	0.852430	0.731192	0.820532	0.817893	0.951231	0.022582	0.039664	0.309501	0.894288	0.291610	0.101469	0.131949	0.746188	0.828968	0.796204	0.806783	0.756675	0.749278
chr18_59847150_59847300	-0.000000	0.053704	0.020833	0.000000	-0.000000	0.017241	0.015152	0.021739	0.000000	0.000000	0.000000	-0.000000	-0.000000	0.000000	0.035714	-0.000000	0.000000	0.704926	0.757143	0.026316	0.018868	0.381273	0.673302	0.621880	0.138256	0.045809	0.012195	0.464285	NAN	0.909140	0.908550	0.079621	0.592881	0.054077	0.088566	0.015749	0.200193	0.165743	0.121621	0.108909	0.728507	0.000000	0.015625	0.012821	0.648263	-0.000000	0.000000	0.011364	0.060897	0.073413	0.174396	0.123074	0.056670	0.057692
chr18_59848150_59849200	0.678916	0.603947	0.634972	0.529363	0.585660	0.488011	0.580455	0.590766	0.613004	0.579083	0.596212	0.661729	0.600508	0.570417	0.551227	0.583703	0.589925	0.898780	0.875685	0.731002	0.773710	0.822425	0.947967	0.933629	0.724553	0.653653	0.766138	0.851930	0.500000	0.950655	0.927115	0.713841	0.853191	0.735343	0.679591	0.748984	0.686007	0.722390	0.638848	0.664835	0.733539	0.660220	0.662741	0.665741	0.836047	0.635705	0.597799	0.649235	0.649406	0.630408	0.700727	0.713912	0.680146	0.644702
chr18_59872950_59873650	0.730328	0.751080	0.712677	0.860123	0.871762	0.866911	0.776298	0.802602	0.804858	0.818448	0.745506	0.620135	0.772714	0.742509	0.504310	0.765692	0.809885	0.952862	0.956404	0.836443	0.883472	0.967529	0.953254	0.941800	0.876090	0.772291	0.886738	0.950989	1.000000	0.958900	0.959852	0.900567	0.929940	0.855443	0.820387	0.926870	0.889088	0.896436	0.837245	0.802049	0.707408	0.689783	0.706891	0.656405	0.942224	0.828855	0.626020	0.829083	0.841183	0.819945	0.839152	0.875818	0.932661	0.806178
chr18_59875550_59875850	0.805438	0.828387	0.541436	0.778831	0.730774	0.773507	0.052078	0.935880	0.876255	0.892149	0.676265	0.735929	0.758433	0.890414	0.849313	0.918022	0.831091	0.952311	0.969297	0.802882	0.878761	0.909763	0.941222	0.953354	0.854988	0.671158	0.808839	0.955820	NAN	0.958980	0.966185	0.805663	0.938256	0.698218	0.707977	0.881968	0.860821	0.862362	0.889455	0.855563	0.820621	0.636569	0.789560	0.870756	0.972018	0.903716	0.675406	0.681347	0.794328	0.868985	0.819803	0.861572	0.818335	0.782058
chr18_59876550_59877150	0.481889	0.459539	0.247858	0.521540	0.569249	0.558192	0.022222	0.564022	0.550658	0.520142	0.240198	0.436278	0.400061	0.313710	0.417603	0.517775	0.476404	0.592054	0.791391	0.715890	0.695390	0.762947	0.765671	0.729743	0.731200	0.494068	0.631806	0.786605	NAN	0.814822	0.840415	0.696252	0.783553	0.598243	0.529673	0.731525	0.733879	0.690535	0.601250	0.637581	0.620336	0.496839	0.556519	0.573622	0.793389	0.594485	0.381570	0.415530	0.728192	0.700523	0.582594	0.664860	0.753541	0.705472
chr18_59880900_59881650	0.769220	0.666845	0.501667	0.839527	0.849758	0.806365	0.780784	0.806334	0.746603	0.788725	0.805037	0.715509	0.829469	0.871296	0.711806	0.750721	0.895098	0.824405	0.948204	0.795866	0.873414	0.790333	0.885625	0.890133	0.832488	0.905103	0.812451	0.817460	NAN	0.816497	0.794243	0.793993	0.811416	0.805048	0.841485	0.958896	0.781941	0.766969	0.901022	0.674244	0.656300	0.818350	0.694385	0.768827	0.805598	0.729806	0.753990	0.733664	0.892342	0.870258	0.898957	0.820053	0.816746	0.901037
chr18_59882850_59883700	0.709069	0.663194	0.418039	0.718098	0.700830	0.719206	0.465622	0.689290	0.729992	0.716568	0.621150	0.653385	0.783854	0.599846	0.592502	0.701512	0.662349	0.828516	0.894718	0.884077	0.850563	0.832560	0.883687	0.887424	0.821060	0.912557	0.872305	0.828733	NAN	0.876139	0.897674	0.844166	0.816197	0.865159	0.857123	0.902813	0.867110	0.864649	0.845460	0.758310	0.591312	0.574311	0.672788	0.617643	0.839114	0.747370	0.609946	0.738487	0.850092	0.800203	0.793134	0.828371	0.870435	0.913395
chr18_59884800_59885400	0.441715	0.175036	0.101004	0.298598	0.322447	0.286758	0.088213	0.335868	0.345473	0.324437	0.311140	0.297787	0.176497	0.121449	0.255428	0.157776	0.311941	0.652370	0.715196	0.366338	0.345877	0.723949	0.964326	0.837363	0.280472	0.402215	0.302800	0.640333	0.000000	0.952698	0.854957	0.345368	0.663227	0.283531	0.417554	0.419044	0.338124	0.440167	0.299297	0.309580	0.601824	0.358186	0.288593	0.351561	0.686787	0.419194	0.145608	0.297652	0.302831	0.346227	0.305532	0.277673	0.410660	0.293912
chr18_59898750_59898950	0.967603	0.948718	0.684297	0.839677	0.675621	0.750310	0.822597	0.885674	0.946366	0.949939	0.877622	0.921175	0.845610	0.954683	0.821489	0.909769	0.862006	0.614286	0.507089	0.863207	0.911115	0.799418	0.650639	0.607938	0.865824	0.775944	0.875076	0.782142	NAN	0.323354	0.386075	0.667652	0.662747	0.811927	0.765401	0.922752	0.644294	0.622619	0.816057	0.563568	0.648245	0.952697	0.674807	0.956617	0.808498	0.572398	0.579322	0.959998	0.541108	0.890482	0.838614	0.832086	0.896927	0.822755
chr18_59958600_59959200	0.764074	0.691312	0.678639	0.798269	0.819160	0.806265	0.763738	0.702479	0.740537	0.694230	0.717658	0.552055	0.762547	0.484685	0.551444	0.779942	0.738343	0.921205	0.946771	0.914443	0.898289	0.944419	0.937166	0.960608	0.875553	0.872260	0.934119	0.932807	NAN	0.961287	0.962444	0.916193	0.942596	0.909033	0.901781	0.928862	0.913398	0.901761	0.909183	0.878519	0.678361	0.672969	0.727488	0.822418	0.937392	0.741821	0.696154	0.863419	0.856591	0.866279	0.863086	0.899885	0.887271	0.881146
chr18_63131500_63131550	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
chr18_63140900_63141200	0.674853	0.882077	0.917706	0.951497	0.897656	0.865254	0.746105	0.702802	0.779684	0.737107	0.822909	0.723404	0.896074	0.804001	0.782693	0.925079	0.742112	0.932074	0.910500	0.945746	0.904190	0.970999	0.961829	0.949430	0.897544	0.933335	0.915063	0.973718	NAN	0.963715	0.944485	0.926955	0.942659	0.928478	0.907333	0.934116	0.963888	0.920276	0.937304	0.894003	0.727657	0.836048	0.883044	0.796977	0.939955	0.937801	0.813860	0.937955	0.941833	0.915274	0.941930	0.926522	0.888977	0.935765
chr18_63145300_63145850	0.199038	0.513279	0.257511	0.752393	0.794680	0.749566	0.504221	0.525889	0.395743	0.360457	0.413492	0.459540	0.423831	0.120130	0.105564	0.881030	0.371466	0.805474	0.815052	0.794971	0.694056	0.917640	0.949362	0.865976	0.755626	0.741521	0.693529	0.773505	1.000000	0.897447	0.871976	0.775469	0.853684	0.680929	0.752273	0.906505	0.686269	0.793144	0.700492	0.663582	0.716571	0.248086	0.465727	0.798636	0.826370	0.612281	0.405435	0.815058	0.777630	0.764013	0.757487	0.659107	0.732792	0.662736
chr18_63146900_63147400	0.477358	0.459641	0.538718	0.565487	0.573858	0.552307	0.337178	0.429071	0.434599	0.436070	0.418752	0.465835	0.585356	0.308532	0.435934	0.616359	0.548725	0.914622	0.960473	0.686100	0.635867	0.942718	0.969974	0.932218	0.738894	0.663811	0.749531	0.893983	NAN	0.950241	0.977447	0.606808	0.885954	0.696817	0.758082	0.738778	0.718129	0.700231	0.647734	0.586039	0.880639	0.522708	0.429838	0.659616	0.952066	0.590014	0.433352	0.643881	0.730455	0.792857	0.621659	0.716291	0.692308	0.611346
chr18_63148850_63149550	0.186051	0.348413	0.748388	0.775059	0.729685	0.757037	0.682094	0.562130	0.650865	0.627400	0.672898	0.233916	0.281708	0.390843	0.643655	0.672000	0.878855	0.968095	0.952772	0.684444	0.861742	0.972752	0.955297	0.963406	0.746074	0.457780	0.744279	0.943008	0.833333	0.955085	0.963567	0.703744	0.941195	0.557438	0.588897	0.876143	0.715484	0.786206	0.753201	0.739785	0.843764	0.765934	0.790505	0.414519	0.950324	0.434319	0.425537	0.421172	0.665580	0.740954	0.671073	0.637552	0.572207	0.506853
chr18_63150150_63150450	0.100699	0.422703	0.621746	0.617316	0.620000	0.592039	0.716465	0.406016	0.394022	0.383117	0.532765	0.437498	0.473684	0.309091	0.411765	0.646930	0.625000	0.887419	0.864309	0.820395	0.769918	0.986041	0.953806	0.945807	0.502813	0.261543	0.744795	0.923137	NAN	0.920795	0.943652	0.560088	0.936876	0.482695	0.384760	0.686486	0.492460	0.562958	0.614052	0.648871	0.668620	0.584812	0.526734	0.243930	0.945996	0.541667	0.386511	0.539837	0.478074	0.588296	0.503112	0.428669	0.435278	0.242570
chr18_63152750_63153100	0.027149	0.000000	0.074215	0.005556	0.012381	0.024138	0.303929	0.036546	0.000000	0.027094	0.000000	0.004651	0.014929	0.021429	0.000000	0.122222	0.000000	0.975268	0.971909	0.486304	0.761114	0.973659	0.961533	0.950907	0.336085	0.458498	0.490221	0.916403	0.040000	0.954689	0.964472	0.391815	0.919700	0.233486	0.413478	0.748997	0.294282	0.386427	0.291922	0.406115	0.714989	0.048298	0.040231	0.167036	0.950012	0.006250	0.149744	0.107811	0.326905	0.245699	0.322337	0.178142	0.249401	0.124640
chr18_63153350_63154400	0.431909	0.676877	0.494705	0.671139	0.715933	0.652141	0.873764	0.636695	0.668345	0.625257	0.539779	0.615091	0.787978	0.544098	0.437880	0.700984	0.697862	0.942817	0.955724	0.815468	0.900283	0.903542	0.949451	0.952851	0.824727	0.876583	0.836624	0.936435	1.000000	0.969934	0.952478	0.858498	0.917420	0.849575	0.882824	0.861687	0.828054	0.821194	0.782581	0.730947	0.818136	0.607453	0.553024	0.622228	0.936101	0.632029	0.372477	0.759781	0.814996	0.870487	0.849710	0.846060	0.814196	0.772970
chr18_63154600_63155000	-0.000000	0.318182	0.288889	0.483871	0.555556	0.571429	0.452381	0.821429	0.600000	0.729730	0.151515	0.640000	-0.000000	0.913043	0.526316	0.096774	0.733333	0.961538	1.000000	0.700000	1.000000	1.000000	1.000000	0.956522	0.666667	0.576271	1.000000	1.000000	NAN	0.934783	0.981132	0.851852	0.913043	0.464789	0.508475	0.868421	1.000000	0.780000	0.805556	0.576923	0.750000	0.327586	0.714286	0.815789	0.875000	0.440000	0.636364	0.022222	0.633333	0.770833	0.837838	0.837838	0.666667	0.742424
chr18_63168200_63168600	0.748958	0.928572	0.678166	0.807463	0.883333	0.780208	0.683827	0.539142	0.456479	0.596829	0.785714	0.788554	0.819394	0.750000	0.747222	0.695833	0.763889	0.821748	0.798138	0.912986	0.941047	0.958328	0.825901	0.813004	0.921241	0.887901	0.819873	0.956550	1.000000	0.854255	0.831486	0.812610	0.937565	0.899220	0.884935	0.953902	0.916485	0.781999	0.782883	0.864352	0.761742	0.790363	0.575388	0.685784	0.953224	0.841517	0.779259	0.769281	0.773576	0.903017	0.816468	0.840519	0.846960	0.899885
chr18_63174300_63176750	0.589282	0.486622	0.223568	0.516649	0.526920	0.515338	0.310930	0.307142	0.341567	0.321954	0.290076	0.277326	0.567428	0.278325	0.225635	0.355497	0.264326	0.915697	0.931001	0.867167	0.878732	0.963479	0.944158	0.937567	0.866168	0.810267	0.871974	0.928219	NAN	0.935552	0.945689	0.860575	0.925863	0.853223	0.805060	0.847960	0.867645	0.852484	0.834213	0.805535	0.740038	0.255699	0.258202	0.505679	0.937333	0.563931	0.297087	0.587482	0.797605	0.862672	0.841693	0.867715	0.868549	0.832479
chr18_63177750_63177850	1.000000	0.916667	0.578947	1.000000	0.857143	0.931034	0.791667	0.846154	0.529412	0.333333	0.823529	0.652174	0.914286	0.846154	0.777778	1.000000	1.000000	0.904762	0.930233	0.865385	0.913043	1.000000	1.000000	0.940000	0.969697	0.928571	0.857143	0.962264	NAN	0.981982	0.951807	0.922078	0.913462	0.857143	0.876923	0.871795	0.887324	0.877551	0.904762	0.816327	0.833333	0.627907	0.906977	0.904762	0.935484	0.929825	0.533333	0.875000	1.000000	0.937500	0.945946	0.947368	0.977273	0.916667
chr18_63178300_63178650	0.924440	0.948247	0.837984	0.935258	0.972321	0.958885	0.862789	0.906416	0.915906	0.925093	0.884226	0.901473	0.910805	0.889851	0.890087	0.939274	0.902244	0.926337	0.951524	0.912119	0.881233	0.958021	0.928663	0.944655	0.932397	0.902086	0.930909	0.946636	0.937500	0.912813	0.920067	0.876732	0.944299	0.928712	0.926530	0.942683	0.915567	0.890487	0.874992	0.845145	0.809549	0.915982	0.912824	0.918933	0.911166	0.908287	0.843658	0.946866	0.878259	0.917890	0.918567	0.897461	0.932262	0.916853
chr18_63181350_63181850	0.448417	0.043290	0.126354	0.332741	0.398528	0.348082	0.038754	0.064815	0.058760	0.042804	0.010101	0.068001	0.131960	0.000000	0.049890	0.119013	0.000000	0.930739	0.934817	0.425331	0.657743	0.855282	0.971298	0.943909	0.515049	0.277118	0.543478	0.808928	NAN	0.928508	0.924079	0.577526	0.903295	0.325743	0.373433	0.687144	0.454121	0.646426	0.411198	0.487231	0.863650	0.170344	0.016500	0.264338	0.819711	0.382280	0.079551	0.117380	0.486821	0.442403	0.482152	0.428894	0.432903	0.338349
chr18_63194600_63194850	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
chr18_63195000_63195300	0.743421	0.925000	0.288889	0.501112	0.611111	0.475000	0.277598	0.721875	0.673611	0.644562	0.306926	0.764024	0.709524	0.677778	0.831765	0.510101	1.000000	0.976190	0.937500	1.000000	1.000000	1.000000	0.964460	0.968864	0.785714	0.656862	0.635417	0.980769	NAN	0.961161	0.975000	0.775000	0.954546	0.679315	0.778005	0.905405	0.833333	0.800505	0.524816	0.704762	0.764706	0.599951	0.612993	0.325000	0.966066	0.919643	0.793791	0.907273	0.870371	0.745422	0.888889	0.730741	0.723424	0.724405
chr18_63199200_63199650	0.944444	0.975000	0.931818	0.956522	0.900000	0.958041	0.799020	0.928572	0.972222	0.791667	0.675134	0.822041	0.970588	1.000000	0.550000	0.968750	0.754546	0.911435	0.972222	0.940362	0.972191	0.968498	0.977112	0.949241	0.974666	0.925298	0.948342	0.971517	NAN	0.983334	0.958618	0.977141	0.926327	0.934390	0.908006	0.954193	0.970779	0.953153	0.935732	0.948365	0.845786	0.748980	0.908929	0.941177	0.930702	0.947222	0.877249	0.946286	1.000000	0.970588	0.969600	0.936513	0.866189	0.930156
chr18_63204150_63204750	0.719326	0.627773	0.276421	0.659645	0.850151	0.641999	0.424031	0.392068	0.318638	0.389254	0.332629	0.599926	0.902182	0.822651	0.646114	0.848999	0.872873	0.969786	0.970522	0.931388	0.972703	0.976071	0.990476	0.966690	0.850358	0.801567	0.886135	0.895161	NAN	0.947373	0.986958	0.912103	0.956582	0.870622	0.810572	0.919676	0.825214	0.884921	0.933195	0.832547	0.650000	0.265952	0.419285	0.464513	0.959330	0.881936	0.277915	0.799500	0.765492	0.802341	0.856567	0.849884	0.862696	0.889731
chr18_63209100_63209700	0.909383	0.846699	0.478338	0.868795	0.922318	0.915813	0.279858	0.780142	0.779094	0.804569	0.721637	0.840578	0.898725	0.880310	0.796181	0.893986	0.524338	0.946326	0.966272	0.935641	0.954451	0.968703	0.950124	0.899620	0.927175	0.911675	0.957097	0.967477	1.000000	0.958977	0.941372	0.838090	0.934786	0.927322	0.905650	0.974653	0.955546	0.851254	0.871095	0.916067	0.901229	0.556910	0.685866	0.789453	0.964526	0.900631	0.716702	0.910070	0.910995	0.954104	0.888945	0.930993	0.944707	0.888922
chr18_63209850_63213250	0.620947	0.518505	0.263846	0.552023	0.498425	0.495921	0.276019	0.276260	0.254410	0.243213	0.264987	0.385174	0.564149	0.357644	0.258653	0.529413	0.366881	0.926006	0.917568	0.856799	0.844556	0.926129	0.942097	0.953244	0.848088	0.839540	0.872627	0.923754	0.666667	0.949546	0.951702	0.838668	0.926569	0.865923	0.835888	0.863753	0.844070	0.836263	0.829137	0.812028	0.733396	0.221566	0.285595	0.441867	0.917249	0.548188	0.334890	0.484506	0.836016	0.859374	0.875105	0.847787	0.881853	0.839054
chr18_63213450_63215100	0.437244	0.550260	0.333676	0.479697	0.506967	0.500799	0.271057	0.205971	0.118544	0.133112	0.272666	0.469575	0.463281	0.566034	0.187351	0.637731	0.483070	0.877989	0.939472	0.649877	0.744731	0.931957	0.932714	0.923143	0.776189	0.578813	0.748697	0.920288	NAN	0.939731	0.936312	0.760408	0.912705	0.701602	0.635522	0.815559	0.778512	0.799623	0.785386	0.684305	0.761125	0.377456	0.362929	0.407120	0.910605	0.528119	0.393782	0.445314	0.755578	0.764372	0.714284	0.767046	0.703749	0.717598
chr18_63217600_63217900	0.808259	0.935094	0.737356	0.965732	0.963765	0.951888	0.714949	0.798936	0.829877	0.795321	0.740671	0.927075	0.901244	0.975023	0.948565	0.907344	0.888089	0.938578	0.974600	0.929858	0.988836	1.000000	0.977003	0.971407	0.915929	0.859245	0.839360	0.993333	NAN	0.977006	0.957115	0.949138	0.977014	0.859124	0.885511	0.969687	0.914310	0.910333	0.889807	0.859256	0.878951	0.679190	0.801219	0.644201	0.970868	0.811172	0.790173	0.776293	0.878788	0.950907	0.896144	0.869449	0.932284	0.841180
chr18_63218300_63218800	0.467532	0.937143	0.435484	0.885246	0.892157	0.857143	0.927711	0.518072	0.616438	0.615385	0.912500	0.794521	0.688525	0.925926	0.904110	0.960000	0.950000	0.651163	0.692308	0.862500	0.858974	0.945455	0.884615	0.887097	0.953125	0.901961	0.779661	0.860000	NAN	0.878049	0.897959	0.892857	0.906250	0.944444	0.762712	0.788732	0.782609	1.000000	0.812500	0.840000	0.750000	0.809524	0.722222	0.769231	0.800000	0.771429	0.785714	0.743590	0.666667	0.796610	0.818182	0.891304	0.820513	0.900000
chr18_63221550_63222250	0.794987	0.840784	0.687016	0.793929	0.809941	0.808066	0.588724	0.814225	0.796586	0.674929	0.763907	0.811654	0.971178	0.888110	0.768809	0.934653	0.861780	0.944158	0.897278	0.865747	0.942563	0.932126	0.960171	0.955571	0.766106	0.865610	0.849167	0.891671	0.750000	0.949379	0.959214	0.919859	0.880829	0.849983	0.859885	0.951544	0.901952	0.890873	0.902637	0.851287	0.738836	0.734511	0.642622	0.827335	0.947272	0.823418	0.798667	0.889313	0.909871	0.838594	0.939454	0.925732	0.881691	0.915404
chr18_63222800_63223300	0.856533	0.872304	0.361835	0.773532	0.781087	0.812684	0.468997	0.516815	0.534642	0.503598	0.496400	0.781426	0.919479	0.694928	0.428493	0.905688	0.727291	0.943047	0.942718	0.911010	0.925871	0.938200	0.951363	0.956489	0.922544	0.873887	0.888644	0.931681	1.000000	0.954213	0.954473	0.928320	0.949144	0.913752	0.895258	0.943078	0.919294	0.891204	0.903338	0.871344	0.863051	0.444652	0.606576	0.730634	0.944608	0.744711	0.636713	0.676391	0.892259	0.914665	0.923209	0.925070	0.912556	0.894829
