A.ID	CLL_25.bed.combine.5mC.CpG.NA_id.methValue	CLL_26.bed.combine.5mC.CpG.NA_id.methValue	CLL_27.bed.combine.5mC.CpG.NA_id.methValue	CLL_28.bed.combine.5mC.CpG.NA_id.methValue	CLL_28.large.bed.combine.5mC.CpG.NA_id.methValue	CLL_28.small.bed.combine.5mC.CpG.NA_id.methValue	CLL_30.bed.combine.5mC.CpG.NA_id.methValue	CLL_30.large.bed.combine.5mC.CpG.NA_id.methValue	CLL_30.small.bed.combine.5mC.CpG.NA_id.methValue	CLL_4.bed.combine.5mC.CpG.NA_id.methValue	CLL_5.bed.combine.5mC.CpG.NA_id.methValue	CLL_6.bed.combine.5mC.CpG.NA_id.methValue	CLL_94.bed.combine.5mC.CpG.NA_id.methValue	CLL_95.bed.combine.5mC.CpG.NA_id.methValue	CLL_96.bed.combine.5mC.CpG.NA_id.methValue	CLL_97.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001095766:NBC.1:C003K9.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001095769:NBC.2:C0068L.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001096889:csMBC.2:C003JB.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001096891:MBC.3:C003N3.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001096949:NBC.3:S001JP.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170519:HMPC.1:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170520:PreBC.1:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170521:GCBC.1:T11_8.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170522:PBC.1:MO7071.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001220205:csMBC.1:S004P1.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001220214:NBC.4:S00DM8.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266052:HMPC.2:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266053:PreBC.2:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266054:GCBC.2:T14_10.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266055:NBC.5:NC11_41.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266056:csMBC.3:NC11_41.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266057:PBC.2:V156.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001280907:MBC.1:S017RE.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282097:GCBC.3:T14_11.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282098:PBC.3:T14_10.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282099:PBC.4:T12_20.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282100:PBC.5:T13_1.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001343490:CLL.182:182CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001343492:CLL.12:12CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001343494:CLL.110:110CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001356805:NBC.7:NC15_72.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001358479:CLL.1525:1525CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001358480:CLL.1532:1532CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001401801:CLL.1228:1228CLL.bed.combine.5mC.CpG.NA_id.methValue	GCBC_129.bed.combine.5mC.CpG.NA_id.methValue	GCBC_134.bed.combine.5mC.CpG.NA_id.methValue	GCBC_135.bed.combine.5mC.CpG.NA_id.methValue	GCBC_136.bed.combine.5mC.CpG.NA_id.methValue	GCBC_137.bed.combine.5mC.CpG.NA_id.methValue	GCBC_138.bed.combine.5mC.CpG.NA_id.methValue
22:37621659:37621661	0	0	0	1	1	0.941176	0.666667	0	0	0	0	0.0714286	0	0	0	0	0.975309	0.959184	0.823529	0.301205	1	0.968085	0.967742	0.962963	0.828947	0.767123	1	0.978723	0.970588	0.90099	0.987805	0.960526	0.775862	0.57732	0.988636	0.972973	0.907692	0.680556	0.138889	0.25641	0.64	0.916667	0.9375	0.0925926	0	0.733333	1	0.88	0.964286	1	0.88
22:37621700:37621702	1	0	0.0769231	0.833333	1	1	0.25	0	0.142857	0.5	0	0.1875	0	0.1	0	0	0.972222	0.948718	0.84466	0.565217	0.953846	0.955556	0.973451	0.9	0.828947	0.846154	0.969231	0.977273	0.955056	0.92	0.944444	0.966102	0.871795	0.673913	1	0.975	0.942857	0.90411	0.0909091	0.28125	0.73913	1	0.958333	0.111111	0.03125	0.9	0.954545	0.956522	0.964286	1	1
22:37621704:37621706	1	0	0.0769231	1	1	1	0.25	0.111111	0.2	0	0	0.1875	0	0	0	0	0.943662	0.952381	0.851852	0.486486	0.939394	0.941176	0.973214	0.930233	0.842105	0.84127	0.984615	0.954023	0.966292	0.857143	0.916667	0.967742	0.846154	0.630435	0.924731	0.923077	0.943662	0.972222	0.09375	0.205882	0.75	1	0.916667	0.0877193	0.0333333	0.772727	0.956522	0.84	1	0.965517	0.965517
22:39011013:39011015	0.666667	0.72	0.0833333	0.325	0.464286	0.489362	0	0	0	0	0.27907	0.323529	0	0	0	0	0.888889	0.925926	1	0.944444	0.909091	0.961538	0.980769	0.813953	0.797101	0.894737	0.965517	0.931507	0.938776	0.930556	0.935484	0.876712	0.820513	0.942308	1	0.960784	0.820513	0.644444	0.0816327	0.0784314	0.178571	0.945946	0.852941	0.0333333	0.742857	0.967742	0.88	0.967742	0.828571	0.75	0.864865
22:39011099:39011101	1	1	0.153846	0.76	0.882353	0.72	0.222222	0	0.315789	0	0.633333	0.705882	0	0	0.333333	0	0.941176	0.939394	0.971429	1	0.857143	0.980392	0.971014	0.924528	0.979592	0.979592	0.9	0.9875	0.953125	0.948718	0.973333	0.935897	0.981132	0.949367	0.975	0.921053	0.956522	0.959184	0.384615	0.0512821	0.864865	0.962963	0.935484	0.137931	1	0.833333	0.964286	1	1	0.95	0.875
22:39011104:39011106	1	1	0.142857	0.48	0.529412	0.5	0.0625	0	0.0625	0	0.5	0.5	0	0	0	0	0.9375	0.866667	0.942857	0.794872	0.964286	0.844828	0.971429	0.921569	0.795918	0.895833	0.9375	0.936709	0.969697	0.921053	1	0.850575	0.811321	0.960526	0.921053	0.860465	0.891304	0.837209	0.0540541	0	0.486486	1	0.53125	0.0357143	0.878788	0.952381	0.965517	1	1	0.75	0.941176
22:39011109:39011111	0.421053	0	0.125	0.565217	0.8	0.6	0.266667	0	0.133333	0	0	0.666667	0	0	0	0	0.941176	0	0.416667	1	1	0.929825	0.959459	0.981481	0.833333	0.851064	0.4375	0.976471	0.9	0.364865	0	0	0.745455	0.972603	0.804878	0.538462	0.886364	0.911111	0	0	0.741935	0.956522	0.484848	0	0	0.809524	0	0.892857	0	1	1
22:39011113:39011115	0.944444	0.933333	0.105263	0.652174	0.8	0.583333	0.153846	0	0.230769	0	0.625	0.722222	0	0	0	0	1	1	0.972973	0.977778	0.870968	0.983871	0.948718	0.962264	0.9375	0.962963	1	0.94382	0.935897	0.974026	0.9875	0.953488	0.913793	0.974026	0.933333	0.972973	1	0.931818	0.230769	0	0.741935	0.958333	0.911765	0.037037	0.9375	0.952381	0.965517	0.966667	1	1	1
22:39011121:39011123	1	1	0.105263	0.583333	0.75	0.740741	0.0833333	0.222222	0.133333	0	0.291667	0.764706	0	0	0.0769231	0	0.46875	0.969697	0.928571	1	0.935484	0.370968	0.381579	0.910714	0.8125	0.963636	1	0.89011	0.975	0.961039	0.988372	0.913978	0.803279	0.932432	0.980392	0.948718	0.9	0.921569	0.25	0	0.757576	0.869565	0.939394	0.0535714	0.90625	0.9	0.931034	0.96875	0.90625	0.956522	1
22:39011139:39011141	1	1	0.0909091	0.75	1	0.769231	0.666667	0.25	0.428571	0	0.571429	0.8	0	0	0.153846	0	0.965517	1	0.9375	0.980392	0.967742	0.935484	0.987179	0.877193	0.96	0.945455	0.974359	0.978947	1	1	0.97619	0.913978	0.928571	0.985075	0.980769	0.972222	0.943396	0.931034	0.314286	0	0.882353	0.904762	0.96875	0.0465116	0.903226	0.761905	1	0.967742	0.896552	0.92	0.875
22:39011144:39011146	0.842105	0.777778	0.0909091	0.538462	0.923077	0.6	0.1	0.222222	0.190476	0	0.5	0.8125	0	0	0	0	0.909091	0.914286	0.829787	0.980392	0.931034	0.904762	0.950617	0.877193	0.788462	0.87037	0.928571	0.88172	0.97561	0.871795	0.97619	0.808511	0.721311	0.84507	0.888889	0.888889	0.877193	0.833333	0.117647	0	0.65625	0.857143	0.5	0.0666667	0.935484	0.857143	0.966667	0.9	0.692308	0.875	0.903226
22:39011149:39011151	0.944444	0.578947	0.0869565	0.307692	0.5	0.147059	0	0.238095	0.181818	0	0.65	0.875	0	0	0	0.0322581	0.969697	0.891892	0.84	0.941176	0.964286	0.921875	0.976744	0.931034	0.796296	0.877193	0.925	0.94382	0.95	0.875	0.933333	0.852632	0.666667	0.913043	0.9	0.944444	0.927273	0.810345	0.117647	0	0.69697	0.826087	0.911765	0.0444444	0.9	1	0.965517	0.793103	0.814815	0.884615	0.914286
22:39011153:39011155	1	0.944444	0.08	0.47619	0.714286	0.585366	0.222222	0.125	0.173913	0	0.611111	0.777778	0	0	0	0	0.935484	0.868421	0.857143	0.82	1	0.935484	0.940476	0.931034	0.76	0.890909	0.926829	0.865169	0.883721	0.870588	0.978261	0.865979	0.692308	0.910448	0.918033	0.888889	0.931034	0.84127	0.0571429	0	0.677419	0.76	0.909091	0.0222222	0.8	0.823529	0.758621	0.875	0.68	1	0.942857
22:39011161:39011163	0.764706	0.944444	0.103448	0.45	0.642857	0.533333	0	0	0.142857	0	0.421053	0.631579	0.0666667	0	0.0555556	0	0.866667	0.825	0.788462	0.869565	0.76	0.80303	0.939759	0.84127	0.584906	0.851852	0.829787	0.880435	0.804598	0.772727	0.845361	0.894231	0.557143	0.885714	0.864407	0.904762	0.885246	0.8	0.0487805	0	0.5	0.814815	1	0.02	0.733333	0.842105	0.964286	0.461538	0.678571	0.62963	0.837838
22:39011189:39011191	0.888889	0.684211	0.121212	0.434783	0.631579	0.66	0	0	0	0	0.15	0.478261	0	0	0	0	0.857143	0.97619	0.808511	0.904762	0.875	0.875	0.915663	0.806452	0.698413	0.803922	0.877551	0.90625	0.816327	0.788889	0.932692	0.826531	0.492958	0.92	0.825397	0.837209	0.83871	0.788732	0.0833333	0	0.413793	0.852941	0.923077	0.0222222	0.7	0.647059	0.852941	0.809524	0.888889	0.615385	0.722222
22:39011195:39011197	0.777778	0.722222	0.0294118	0.478261	0.55	0.648148	0	0	0	0	0.173913	0.576923	0	0	0	0.0333333	0.62069	0.888889	0.765957	0.7	0.565217	0.768293	0.82716	0.614035	0.629032	0.76	0.854167	0.626263	0.719101	0.736264	0.764706	0.826531	0.422535	0.709677	0.924242	0.833333	0.916667	0.685714	0.0540541	0	0.392857	0.555556	0.903226	0	0.741935	0.647059	0.875	0.727273	0.714286	0.730769	0.794118
22:39011252:39011254	0.714286	0	0	0.419355	0.567568	0.509804	0	0.027027	0	0	0	0.290323	0	0	0	0	0.105263	0.117647	0.5	0.266667	0	0.285714	0.509434	0.282051	0.403509	0.458333	0.307692	0.166667	0.183099	0.276923	0.371429	0.52381	0.283333	0.361702	0.304348	0.25	0.232558	0.204545	0.0512821	0	0.269231	0.119048	0.642857	0	0.56	0.111111	0.594595	0.272727	0.37931	0.208333	0.357143
22:39011266:39011268	0.818182	0.3125	0.0322581	0.413793	0.707317	0.425532	0	0	0.0769231	0	0.162791	0.5	0	0	0	0	0.470588	0.64	0.681818	0.769231	0.266667	0.56	0.409091	0.607143	0.673913	0.611111	0.684211	0.106383	0.2	0.510204	0.839286	0.787234	0.4	0.461538	0.594595	0.421053	0.535714	0.526316	0.0909091	0	0.36	0.27907	0.928571	0	0.642857	0.142857	0.805556	0.473684	0.71875	0.56	0.4375
22:39011366:39011368	0.3125	0.6875	0.105263	0.458333	0.580645	0.46875	0	0	0	0	0.0789474	0.409091	0	0	0	0	0.363636	0.125	0.933333	0.818182	0.454545	0.722222	0.5	0.6	0.678571	0.666667	0.8	0.470588	0.117647	0.666667	0.730769	0.666667	0.434783	0.8	0.642857	0.692308	0.666667	0.5	0.037037	0	0.209302	0.485714	0.84	0.0454545	0.545455	0.28	0.592593	0.69697	0.814815	0.571429	0.727273
22:39011378:39011380	0.266667	0.785714	0.15	0.5	0.535714	0.4	0	0	0	0	0.111111	0.25	0	0.210526	0	0	0.333333	0.1	0.882353	0.785714	0.333333	0.428571	0.47619	0.6	0.7	0.666667	0.764706	0.272727	0.238095	0.875	0.75	0.88	0.461538	0.735294	0.529412	0.642857	0.625	0.333333	0	0	0.263158	0.333333	0.833333	0.0714286	0.545455	0.32	0.666667	0.628571	0.857143	0.464286	0.708333
22:39029503:39029505	0	0.176471	0.1	0	0.0833333	0	0	0	0.1	0	0.151515	0.787879	0.15625	0	0.047619	0.0666667	0.971831	0.941176	0.852113	0.868421	0.911392	0.940476	0.914894	0.92381	0.701754	0.894737	0.986667	0.964706	0.963964	0.908257	1	0.777778	0.774648	0.836364	0.967742	0.959184	0.948276	0.882353	0.04	0.0294118	0.102564	0.9375	0	0.0491803	0.755556	0.923077	0.902439	0.891892	0.978723	0.918367	0.866667
22:39029510:39029512	0	0.1875	0.0322581	0.0322581	0	0	0	0	0.0416667	0	0.0967742	0.833333	0.266667	0.0625	0.0416667	0	0.986486	0.916667	0.896552	0.883929	0.987179	0.925926	0.916667	0.92233	0.773585	0.931507	0.987013	0.952381	0.980769	0.849558	1	0.811765	0.772727	0.885965	0.967213	0.913043	0.964286	0.886792	0.0416667	0.0555556	0.117647	0.964286	0	0.0666667	0.777778	0.948718	0.913043	0.825	0.977273	0.895833	0.804348
22:39029570:39029572	0	0.0909091	0	0	0	0.0294118	0	0	0	0	0.0384615	0.78125	0.025641	0	0	0.157895	0.934426	0.948718	0.913333	0.808696	1	0.943182	0.93	0.969388	0.711538	0.888889	0.942857	0.940476	0.927835	0.892157	0.946667	0.88	0.811594	0.887931	0.977273	1	0.918367	0.921569	0.03125	0.0571429	0.0888889	0.935484	0	0.0634921	0.875	0.918919	0.842105	0.851852	0.911111	0.972973	0.909091
22:39029586:39029588	0	0.0833333	0.0434783	0	0	0	0	0	0	0	0.0952381	0.677419	0.236842	0	0	0.047619	0.967213	0.918919	0.905405	0.888889	0.913793	0.963855	0.915789	0.934783	0.734694	0.916667	0.969231	0.9125	0.967033	0.92233	0.972973	0.84	0.83871	0.859504	0.97619	0.967742	0.914894	0.944444	0	0.0555556	0.0652174	1	0.0263158	0.0833333	0.896552	0.966667	0.911765	0.884615	0.972973	0.972973	0.971429
22:39029591:39029593	0	0.0416667	0.0434783	0	0	0	0	0	0	0	0.0588235	0.633333	0.333333	0	0	0.047619	0.965517	0.970588	0.893617	0.836364	0.898305	0.9625	0.921348	0.9	0.645833	0.868852	0.936508	0.898734	0.931818	0.920792	0.934211	0.864865	0.766667	0.859504	0.904762	0.888889	0.909091	0.76	0	0.0555556	0.0909091	1	0.027027	0.0677966	0.806452	0.966667	0.794872	0.75	0.891892	0.861111	0.857143
22:39029598:39029600	0	0.0909091	0.0588235	0	0	0	0	0	0.04	0	0.0555556	0.8	0.264706	0	0	0.0909091	0.931034	0.965517	0.898551	0.87037	1	0.96	0.939024	0.966667	0.782609	0.870968	0.933333	0.934211	0.964706	0.968421	0.987342	0.828947	0.85	0.905983	0.97561	1	0.976744	0.884615	0	0.0285714	0.0810811	1	0.030303	0.0727273	0.962963	0.911765	0.861111	0.892857	1	0.914286	0.969697
22:39029600:39029602	0	0.0833333	0.0625	0	0	0	0	0	0	0	0.117647	0.708333	0.285714	0	0	0.181818	0.983333	0.875	0.884892	0.881818	0.946429	0.907895	0.903614	0.967033	0.711111	0.888889	0.951613	0.87013	0.965517	0.875	0.974684	0.883117	0.816667	0.867257	0.956522	0.884615	0.952381	0.962264	0	0.027027	0.0512821	1	0.0322581	0.0740741	0.928571	0.967742	0.810811	0.666667	0.942857	1	0.914286
22:39029689:39029691	0.266667	0.193548	0.0555556	0	0	0	0.0384615	0	0.0454545	0	0.0833333	0.857143	0.487179	0	0.142857	0.16	1	0.935484	0.825581	0.810811	0.921053	0.916667	0.957746	0.933333	0.733333	0.9	0.945946	0.987805	0.955882	0.851852	0.933333	0.847458	0.860465	0.868421	0.974359	0.923077	0.964286	0.95	0.125	0.0322581	0.157895	0.962963	0.2	0.0833333	0.428571	0.862069	0.828571	0.815789	0.909091	0.8125	0.692308
22:39029699:39029701	0.4375	0.314286	0.1	0.12	0.0277778	0	0	0	0.0454545	0	0.153846	0.818182	0.613636	0	0.4	0.125	1	0.965517	0.907895	0.882353	1	1	0.985915	1	0.869565	0.945946	0.942857	1	0.952381	0.92	0.97619	0.868852	0.977778	0.927536	0.84375	0.964286	0.928571	0.926829	0.121212	0.0344828	0.179487	1	0.514286	0.263158	0.944444	0.961538	0.833333	0.947368	0.826087	0.818182	0.923077
22:39029745:39029747	0.65	0.4	0.047619	0.08	0.142857	0.153846	0	0.0263158	0.12	0.0277778	0.222222	1	0.833333	0	0.5	0.272727	0.9375	1	0.958333	0.955556	0.958333	1	1	0.980769	0.791667	0.965517	0.952381	0.981132	0.955556	0.90566	0.866667	0.956522	0.956522	0.909091	0.954545	0.964286	1	1	0.0882353	0.0294118	0.6	1	0.710526	0.382353	0.931034	0.969697	0.885714	0.972222	1	1	0.866667
22:39029798:39029800	0.272727	0.583333	0	0.117647	0.0588235	0.148148	0.166667	0.0588235	0.0909091	0.136364	0.16	0.916667	0.647059	0	0.423077	0.346154	0.8125	0.9	0.675	0.822222	0.85	0.913793	0.846154	0.897436	0.857143	0.821429	0.864865	0.914286	0.8125	0.88	0.925	0.816901	0.766667	0.82	0.809524	0.896552	0.810811	0.810811	0.159091	0.1875	0.586957	0.884615	0.871795	0.514286	0.857143	0.933333	0.766667	0.84	0.806452	0.96	0.892857
22:39029809:39029811	0.807692	0.76	0.0416667	0.263158	0.461538	0.357143	0.333333	0.2	0.106383	0.185185	0.32	0.807692	0.571429	0.0333333	0.583333	0.636364	0.85	0.971429	0.878505	0.75	0.886792	0.881579	0.92	0.85	0.827586	0.902439	0.912281	0.869565	0.884058	0.933333	0.890909	0.835165	0.782051	0.912281	0.878788	0.95	0.895833	0.86	0.5	0.27027	0.740741	0.888889	0.95	0.864865	0.825	0.888889	1	0.958333	1	0.904762	0.965517
22:39029872:39029874	0.464286	0.173913	0.0555556	0.148148	0.0434783	0.172414	0.217391	0.217391	0.103448	0.166667	0.0857143	0.589744	0.294118	0.225806	0.434783	0.478261	0.891304	0.851064	0.596296	0.560847	0.795276	0.751634	0.862319	0.730496	0.574257	0.65	0.728477	0.683168	0.79562	0.694805	0.739726	0.595376	0.468468	0.603774	0.682927	0.723404	0.723404	0.588889	0.19403	0.138889	0.433333	0.777778	0.46	0.384615	0.530612	0.703704	0.69697	0.88	0.818182	0.644444	0.666667
22:39029901:39029903	0.827586	0.631579	0.117647	0.555556	0.590909	0.64	0.0952381	0.16	0.166667	0.571429	0.351351	0.631579	0.655172	0.259259	0.761905	0.545455	1	0.950617	0.873418	0.88764	0.946903	0.94958	0.975	0.893939	0.869048	0.945946	0.769784	0.940476	0.957983	0.893939	0.902439	0.883721	0.857143	0.87619	0.932432	0.891892	0.947368	0.626866	0.517857	0.338028	0.742424	0.909091	0.857143	0.607143	0.954545	1	0.888889	0.96	0.891304	0.888889	0.727273
22:39029930:39029932	0.714286	0.529412	0	0.344828	0.608696	0.25	0	0	0.176471	0	0.047619	0.5	0.3	0	0.333333	0.0769231	0	0	0	0.835294	0	0.142857	0	0.777778	0	0.869565	0.2	0.645161	0.723077	0.635135	0	0	0.591837	0.848739	0.906977	0.666667	0.833333	0.607143	0	0	0.209302	0.714286	0	0.242424	0	0.769231	0.588235	0.454545	0	0.741935	0.852941
22:39030067:39030069	1	1	0	1	1	1	1	0	1	0	0.555556	0	0.8	0.888889	1	1	1	1	0.928571	0.939394	0.909091	1	1	1	1	0.869565	1	1	1	1	0.8	0.928571	1	1	0.952381	1	0.888889	0.875	0	0	1	1	0.875	1	1	0.9375	0.9	1	0.923077	0.95	1
22:39030071:39030073	1	0.8	0	1	1	1	0	0	1	0	1	0	0.8	0.777778	1	1	0	1	1	0.9375	1	1	1	0.962963	0	0.958333	1	1	0.916667	1	1	1	0.833333	1	0.954545	0.916667	0.933333	0.875	0	0	0.833333	1	0.857143	1	1	1	0.875	0.875	1	0.95	0.846154
22:39030081:39030083	0	1	0	1	1	1	0	0	0.666667	0	0.714286	0	1	0.375	1	0.25	1	1	0.866667	0.961538	1	1	1	0.9	0	1	1	1	0.818182	1	1	1	1	0.913043	0.941176	0.9	1	1	0	0	0	1	1	0.875	0	0.928571	1	0.777778	1	0.8	0.75
22:39075861:39075863	0.0555556	0.230769	0.0645161	0.416667	0.36	0.571429	0.0384615	0.0434783	0.0434783	0.04	0	0.294118	0.208333	0	0.419355	0.225806	0.927273	0.981818	0.930481	0.938202	1	0.976471	0.990654	0.889706	0.985075	0.936	0.968085	0.914634	0.969697	0.942308	0.909091	0.902174	0.821429	0.937888	0.93	1	0.540984	0.915254	0.0465116	0.097561	0.282609	0.9375	0	0.166667	0.25	0.675676	1	0.921053	0.885714	0.895833	0.777778
22:39075974:39075976	0	0	0	0.0666667	0	0.0645161	0	0	0	0	0.0232558	0	0	0	0.0869565	0	0.957143	0.833333	0.561404	0.652632	0.924051	0.939024	0.903226	0.671329	0.484375	0.635514	0.830645	0.913978	0.940594	0.690722	0.897059	0.410256	0.469388	0.664384	0.701149	0.851852	0.613333	0.790323	0	0	0.148936	0.730769	0	0	0.04	0.903226	0.72	0.625	0.75	0.717949	0.321429
22:39088375:39088377	0	0.05	0.0769231	0	0.1	0	0	0.0769231	0	0	0	0	0	0	0	0	0.826923	0.818182	0.177083	0.416	0.833333	0.884615	0.928571	0.465116	0.24	0.225352	0.762712	0.873239	0.858824	0.493827	0.898734	0.206897	0.340909	0.40678	0.553846	0.339286	0.58	0.769231	0	0.0204082	0.277778	0.866667	0.0625	0.0384615	0.1	0.666667	0.384615	0.521739	0.25	0.421053	0.195122
22:39088430:39088432	0	0.111111	0.176471	0	0.0833333	0.047619	0	0	0	0.133333	0	0	0	0	0	0.5	0.830769	0.890909	0.41	0.512397	0.928571	0.891892	0.934579	0.612903	0.269231	0.318182	0.753086	0.876923	0.910891	0.45283	0.867647	0.361446	0.381818	0.452174	0.432836	0.42029	0.418182	0.472222	0.0666667	0.0277778	0.0294118	0.933333	0.4	0.0465116	0.257143	0.333333	0.4375	0.272727	0.233333	0.548387	0.270833
22:39088457:39088459	0.75	0.047619	0.0689655	0	0	0.08	0	0.0869565	0	0.125	0	0	0	0	0.166667	0	0.5	1	0.694444	0.84375	0.936508	0.901408	0.938053	0.666667	0.661017	0.795181	0.933333	0.974684	0.964286	0.564103	0.890411	0.788235	0.666667	0.824	0.746269	0.647059	0.619048	0.666667	0	0	0.216216	1	0.5	0.190476	0.692308	0.666667	0.380952	0.380952	0.533333	0.606061	0.531915
22:39088484:39088486	0.25	0.133333	0	0.0833333	0.0769231	0	0	0	0	0.111111	0	0	0.166667	0	0	0	0.888889	0.953846	0.45614	0.588652	0.920635	0.918919	0.9375	0.440367	0.410714	0.57732	0.8	0.951807	0.981308	0.440678	0.830986	0.54023	0.513514	0.637097	0.523077	0.466667	0.546875	0.351852	0	0.0285714	0.289474	1	0.55	0.204545	0.692308	0.263158	0.388889	0.235294	0.346154	0.724138	0.5
22:39090350:39090352	0.428571	0.933333	0.176471	0.75	0.6	0.823529	0.666667	0.153846	0.166667	0.222222	0	0.5	0.5	0.5	0.5	0	0.961538	0.972973	0.451613	0.790698	0.931034	1	0.942857	0.666667	0.380952	0.625	0.851852	0.974359	0.940299	0.764706	0.894737	0.403509	0.563636	0.847458	0.698113	0.830189	0.705882	0.578947	0.097561	0.0263158	0.351351	0.939394	0.902439	0.218182	0.6	0.411765	0.428571	0.782609	0.461538	0.392857	0.717949
22:39090390:39090392	0	0.818182	0.125	0.466667	0.5	0.0689655	0	0	0.0588235	0.1	0.0869565	0	0	0	0.181818	0	0.933333	0.857143	0.411765	0.758621	0.913043	0.914894	0.944444	0.468085	0.185185	0.608696	0.75	0.859375	0.95	0.740741	0.903846	0.307692	0.458333	0.72	0.6	0.73913	0.461538	0.571429	0.235294	0.0465116	0.0625	0.939394	0.685714	0	0.638298	0.470588	0.333333	0.647059	0.583333	0.3	0.761905
22:39090397:39090399	0	0.444444	0	0.4	0.5	0.0333333	0	0.133333	0.0555556	0.166667	0	0	0	0	0.0909091	0	0.933333	0.913043	0.0625	0.615385	0.8	0.934783	0.875	0.414634	0.181818	0.521739	0.75	0.923077	0.903846	0.56	0.893617	0.162162	0.4	0.604167	0.441176	0.65	0.458333	0.526316	0.176471	0.0487805	0.0408163	0.868421	0.484848	0	0.5625	0.411765	0.157895	0.3	0.75	0.285714	0.534884
22:39090402:39090404	0	0.5	0	0.235294	0.3	0.0689655	0	0	0.0555556	0	0	0	0	0	0.153846	0	1	0.904762	0.272727	0.882353	0.866667	0.95122	0.952381	0.388889	0.339623	0.590909	0.818182	1	0.87037	0.531915	0.840909	0.314286	0.289474	0.808511	0.4375	0.702703	0.52381	0.5	0.194444	0.0512821	0.0434783	0.911765	0.424242	0	0.55102	0.533333	0.105263	0.380952	0.733333	0.238095	0.622222
22:39118063:39118065	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0.0571429	0	0.333333	0.142857	0	0	0.0666667	0.148148	0.0697674	0	0	0	0	0.0461538	0.105263	0	0.0204082	0	0.0147059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0192308	0	0	0.0172414
22:39118145:39118147	0.0769231	0	0	0	0	0	0	0	0.0952381	0	0	0.025641	0.333333	0	0	0	0.40625	0.439024	0.0909091	0.125	0.26087	0.390244	0.428571	0.111111	0	0.0238095	0.103448	0.198198	0.293333	0.0581395	0.232558	0.0204082	0.0217391	0.104478	0.0819672	0.0350877	0.0493827	0.0606061	0	0.0212766	0.0227273	0.435897	0.0227273	0.0149254	0	0.142857	0.115385	0.142857	0.0833333	0.0666667	0.03125
22:40518928:40518930	0.536232	0.434783	0.0769231	0.295918	0.247706	0.27381	0.0495868	0.0204082	0.0243902	0.0352941	0.037037	0.0508475	0.19403	0	0.297297	0	1	0.857143	0.888889	0.909091	0	0.933333	0.941176	0.9	0.708333	0.666667	0.857143	0.909091	0.866667	0.714286	0.944444	0.545455	0.517241	0.73913	0.777778	0.882353	0.833333	0.777778	0.0222222	0	0.78125	0.869565	0.0833333	0.245614	0.628571	0.6	0.711864	0.75	0.59375	0.654545	0.74359
22:40518961:40518963	0.0612245	0.102941	0.0972222	0.130435	0.103896	0.153846	0	0.0128205	0.0238095	0	0.0416667	0	0	0	0	0.030303	0.545455	0.6	0.346154	0.444444	0.214286	1	0.581395	0.4	0.472222	0.368421	0.5	0.956522	0.5	0.488372	0.533333	0.285714	0.55	0.428571	0.5	0.7	0.6	0.0625	0.0243902	0.04	0.32	0.391304	0	0.06	0.194444	0.311111	0.22807	0.410256	0.333333	0.403509	0.3
22:40519087:40519089	0.09375	0.125	0.037037	0.15	0.24	0.225806	0.0416667	0	0	0	0.03125	0.135135	0.0434783	0	0.1875	0	0.55814	0.690476	0.410714	0.581818	0.371429	0.943396	0.549296	0.591549	0.644444	0.44	0.315789	0.953846	0.673684	0.347368	0.529412	0.328767	0.573333	0.434783	0.458333	0.529412	0.525	0.534884	0	0.0789474	0.46875	0.433333	0.0263158	0.142857	0.472222	0.428571	0.484848	0.302326	0.542857	0.465116	0.307692
