A.TSS2k	H3K27me3	end	NESG.intersect.value	CLL.A34022.CEMT_4.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_AAGCGA.FindER2.bed.remDups.bed.intersect.value	CLL.A34038.CEMT_5.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A34077.CEMT_6.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A34941.CEMT_26.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_AAGCGA.FindER2.bed.remDups.bed.intersect.value	CLL.A34948.CEMT_27.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A34955.CEMT_28.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A34962.CEMT_29.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_CAACTA.FindER2.bed.remDups.bed.intersect.value	CLL.A35239.CEMT_25.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_CTCAGA.FindER2.bed.remDups.bed.intersect.value	CLL.A35246.CEMT_30.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TTAGGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60646.CEMT_94.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A60653.CEMT_95.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A60660.CEMT_96.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_CAACTA.FindER2.bed.remDups.bed.intersect.value	CLL.A60667.CEMT_97.H3K27me3.hg38.bwa-sb.IX4419.C9587ANXX_4_TTAGGC.FindER2.bed.remDups.bed.intersect.value	EGAN00001202786_EGAX00001231898_EGAR00001245924_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272597_EGAR00001300138_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272594_EGAR00001300135_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001231899_EGAR00001245925_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001234408_EGAR00001248463_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272586_EGAR00001300133_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001364335_EGAR00001401453_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value
chr10	68525474	68529474	ENSG00000122912	450	1	0	0	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX	100967708	100971708	ENSG00000174225	217	1042	375	742	592	217	0	367	0	525	0	0	0	0	0	0	450	0	1050	0
chr19	48952815	48956815	ENSG00000087088	300	60	450	0	675	375	0	0	0	0	0	0	0	0	300	135	735	0	600	0
chr14	47672954	47676954	ENSG00000139915	3796	2671	3250	3325	3346	3646	3946	3796	4000	3946	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr1	247855199	247859199	ENSG00000162722	3250	2875	4000	4000	3550	3976	4000	3700	4000	3376	4000	4000	4000	4000	4000	3999	4000	4000	4000	4000
chr17	28612200	28616200	ENSG00000167524	0	0	0	0	0	0	0	0	0	375	375	0	525	525	0	0	0	0	300	0
chr1	248557491	248561491	ENSG00000182783	0	0	300	450	0	525	600	0	600	525	300	0	375	0	0	0	0	0	0	0
chr4	21946799	21950799	ENSG00000185774	1425	1200	1875	1749	1725	2401	2400	1050	2100	4000	3999	3525	3301	3999	3150	3774	4000	3475	3300	3849
chr21	25732570	25736570	ENSG00000154727	0	305	300	0	300	0	0	980	0	0	0	0	0	300	0	0	0	0	0	0
chr8	56209324	56213324	ENSG00000181690	525	0	1451	1376	1350	1301	1751	825	1526	776	851	1076	926	1526	1601	1676	1676	1676	1676	1601
chr15	48961444	48965444	ENSG00000185634	2294	3550	4000	4000	2894	3625	4000	3025	4000	0	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr13	45118515	45122515	ENSG00000188342	0	0	360	0	0	0	0	340	0	375	135	0	0	0	0	0	0	0	0	0
chr1	145240124	145244124	ENSG00000256374	375	750	1950	1575	525	375	1425	1275	1350	450	1125	1275	1275	0	0	0	0	0	0	0
chr15	40826709	40830709	ENSG00000166143	1425	2025	666	1641	2884	0	1041	1575	966	0	675	375	0	1200	816	816	675	1266	1725	1575
chr1	157550520	157554520	ENSG00000143297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21	40628767	40632767	ENSG00000233756	1375	2800	2642	550	2575	2275	0	1525	1500	1275	2417	3625	2125	3525	2175	975	3242	3158	1750	2933
chr1	1538453	1542453	ENSG00000205090	525	0	1147	922	847	97	1447	97	675	1525	2125	1597	997	1450	1650	2347	975	1372	1875	2422
chr15	65609289	65613289	ENSG00000138614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15	34100073	34104073	ENSG00000182405	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0
chr17	4364628	4368628	ENSG00000132388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0
chr1	161747758	161751758	ENSG00000081721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0
chr11	14641635	14645635	ENSG00000129084	2250	1200	2925	2475	2550	2700	3075	2475	2850	2700	3610	4000	3310	4000	3850	4000	4000	4000	4000	3985
chr5	74320486	74324486	ENSG00000249343	761	761	4000	3700	1300	2650	3625	761	3250	4000	3700	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr14	99478889	99482889	ENSG00000183576	0	0	136	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0
chr6	36194744	36198744	ENSG00000096070	300	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0
chr7	56062002	56066002	ENSG00000129103	0	0	427	0	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	45686113	45690113	ENSG00000159592	113	375	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5	70923030	70927030	ENSG00000172062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3	66131610	66135610	ENSG00000144741	1890	1815	2710	1900	2125	2190	2650	1975	1215	1675	2110	3250	3250	2340	1660	2200	3100	1675	2275	3475
chr17	8381187	8385187	ENSG00000263809	0	675	0	0	0	0	0	0	0	675	562	675	600	0	0	0	0	0	0	0
chr4	103083829	103087829	ENSG00000164038	0	375	1350	450	675	0	0	0	450	1800	750	0	0	975	0	0	0	0	1425	0
chr6	34554333	34558333	ENSG00000124664	2875	2425	3733	1075	3250	3100	4000	2950	3925	4000	4000	4000	2383	4000	4000	3550	4000	4000	4000	4000
chr6	50816723	50820723	ENSG00000008196	2223	2148	3048	2598	1848	2148	3048	2223	2823	2523	3873	3573	3775	4000	3948	4000	4000	4000	4000	4000
chr7	137341865	137345865	ENSG00000105894	1200	1125	3015	2265	1425	1200	1515	1575	1815	2415	3465	4000	0	3850	3015	3525	3765	3700	3390	3840
chr4	184647509	184651509	ENSG00000164305	450	0	300	234	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0
chr5	112825213	112829213	ENSG00000258864	0	863	375	600	675	0	0	0	0	300	0	0	0	0	375	0	0	0	0	0
chr10	100186334	100190334	ENSG00000107566	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	7731906	7735906	ENSG00000182566	0	525	300	600	300	525	2994	675	0	0	69	0	300	2725	0	525	0	931	894	0
chr10	87092161	87096161	ENSG00000122376	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	23932568	23936568	ENSG00000259334	2868	2775	2125	3475	2475	2343	4000	2400	3625	3618	2875	1293	3157	3100	3000	2932	2707	2557	4000	2482
chr8	39932614	39936614	ENSG00000188676	1136	1061	1525	1961	1436	1136	986	1061	536	1450	1889	3550	2714	986	1975	1661	1814	3775	2575	1000
chr9	35790154	35794154	ENSG00000159899	0	0	0	0	0	375	0	0	0	450	0	375	375	2654	2250	2100	300	0	1950	2175
chr20	1489587	1493587	ENSG00000196209	2463	3025	3775	3325	2238	3700	2875	2313	4000	3100	2875	4000	2725	4000	4000	4000	4000	4000	3625	2688
chr6	75204051	75208051	ENSG00000111799	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr16	1331601	1335601	ENSG00000007516	825	0	1350	0	1200	0	3376	0	600	1126	2625	1350	0	3901	3901	3750	3625	2550	675	1200
chr20	18465127	18469127	ENSG00000132664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	114936193	114940193	ENSG00000165832	0	0	450	0	332	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0
chr11	18410307	18414307	ENSG00000166796	3075	2350	2550	3100	2775	0	2400	2025	2718	1200	2175	450	982	2857	1732	2782	1800	1357	2782	2025
chr2	111882690	111886690	ENSG00000153107	0	0	0	210	885	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0
chr17	43004725	43008725	ENSG00000068079	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	773574	777574	ENSG00000281182	0	0	0	0	600	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	35740453	35744453	ENSG00000126246	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	12732775	12736775	ENSG00000123144	525	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5	149549947	149553947	ENSG00000183111	450	197	0	0	1397	0	122	450	0	0	0	0	0	0	675	0	0	0	0	0
chr8	127080221	127084221	ENSG00000253264	0	0	1125	1596	0	0	0	0	1050	2425	375	4000	2575	4000	2100	4000	4000	4000	4000	3400
chr17	46560795	46564795	ENSG00000232300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15	42271663	42275663	ENSG00000103978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	43968000	43972000	ENSG00000132768	0	0	1050	0	0	0	0	0	450	625	525	0	0	0	0	0	0	0	375	0
chr21	45979737	45983737	ENSG00000142156	2763	1788	4000	1638	3138	3363	4000	3888	3963	4000	4000	4000	4000	4000	4000	2875	4000	3625	4000	4000
chr14	71930439	71934439	ENSG00000182732	3261	3336	3411	3300	3036	3111	3411	3261	3261	3225	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr2	241774825	241778825	ENSG00000154252	1250	425	3675	0	1175	1575	3475	2100	1400	3750	4000	3350	1950	3575	3350	3950	3800	3575	3325	3875
chr5	108726260	108730260	ENSG00000272523	0	0	600	0	375	0	2625	0	0	825	0	4000	525	0	0	0	0	0	0	0
chr14	105063445	105067445	ENSG00000183484	1280	0	0	980	1505	0	0	0	0	525	0	0	0	0	0	0	620	0	0	0
chr17	7249416	7253416	ENSG00000170291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	12439082	12443082	ENSG00000268870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0
chr17	68953392	68957392	ENSG00000141338	0	333	558	700	0	408	1083	0	775	1300	1900	1675	2425	3400	1683	4000	700	3025	4000	2425
chr21	25637272	25641272	ENSG00000154721	128	278	1028	278	878	450	1253	353	0	1103	0	0	1397	3728	825	278	0	1050	300	825
chrX	48128657	48132657	ENSG00000171478	0	268	450	0	0	0	375	450	0	450	375	450	0	0	0	0	0	0	0	0
chr17	39165484	39169484	ENSG00000141748	4000	3775	3025	4000	4000	4000	3400	4000	4000	3400	4000	3775	3550	4000	4000	4000	4000	4000	4000	4000
chr1	54198036	54202036	ENSG00000215883	0	0	0	511	489	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0
chr12	104453295	104457295	ENSG00000171310	0	0	0	0	675	0	0	0	0	600	525	0	0	0	375	0	0	145	600	0
chr2	241313100	241317100	ENSG00000168385	0	0	525	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0
chr16	11343560	11347560	ENSG00000280717	565	1225	600	2440	1390	0	0	1935	135	675	450	0	450	450	450	450	0	0	1125	2235
chr6	36440889	36444889	ENSG00000179165	0	0	589	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	60658839	60662839	ENSG00000281267	0	0	0	1500	1125	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0
chr17	75977363	75981363	ENSG00000161533	0	0	0	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11	4366295	4370295	ENSG00000280253	600	1050	3270	2145	825	1320	1545	750	1620	2595	3945	2925	2745	3570	2895	3495	3120	3325	4000	2445
chr4	4224889	4228889	ENSG00000163982	3850	3400	4000	3325	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr5	55533050	55537050	ENSG00000067113	0	325	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX	57135625	57139625	ENSG00000147059	200	350	1525	0	650	0	450	350	0	675	750	0	975	900	2025	1025	375	200	0	0
chr1	244833322	244837322	ENSG00000203667	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3	132720442	132724442	ENSG00000113971	167	975	0	0	392	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0
chr5	151210150	151214150	ENSG00000196743	0	375	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0
chr1	9232775	9236775	ENSG00000049239	1825	1375	25	400	1375	550	1675	1450	475	300	300	525	0	750	450	0	450	0	1575	525
chr19	57189500	57193500	ENSG00000083844	700	1150	1375	1375	775	475	775	700	475	1900	1525	1375	1600	1600	525	1075	1375	1600	1750	1450
chr14	93345191	93349191	ENSG00000187581	475	550	141	1525	1075	366	2091	516	2316	3175	3175	3516	3709	2800	3625	4000	3325	3625	2359	1275
chr2	87019852	87023852	ENSG00000183281	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0
chr7	87218587	87222587	ENSG00000135185	0	600	887	1187	300	300	1487	0	750	375	675	812	0	212	812	600	825	1112	1487	0
chr13	30420237	30424237	ENSG00000225039	412	937	300	637	937	0	1087	0	637	0	0	600	300	562	0	712	0	937	1087	0
chr11	913058	917058	ENSG00000177830	3325	1125	142	1758	3925	3225	1683	3550	2583	600	900	0	300	1125	1875	1125	67	517	1867	1500
chr21	32195813	32199813	ENSG00000230323	1975	1450	3550	3475	2800	2500	2950	2650	2725	850	2125	3100	775	2650	4000	2950	4000	3700	3037	3400
chr19	49504816	49508816	ENSG00000104870	0	700	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11	31810391	31814391	ENSG00000049449	4000	3775	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr2	113056638	113060638	ENSG00000136695	1963	2188	2725	2187	2188	2575	2725	1888	2125	3025	3250	4000	3550	3325	3025	3475	4000	4000	3625	3325
chr10	87340736	87344736	ENSG00000224914	300	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0
chr16	28290519	28294519	ENSG00000188322	1444	750	0	900	1969	619	756	600	0	1369	1519	1444	1144	1594	1744	1894	1744	1294	1669	1575
chr1	40038233	40042233	ENSG00000131236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11	6890599	6894599	ENSG00000166368	375	750	1650	1275	750	975	675	0	825	450	1800	3700	2325	2549	675	3375	3075	4000	3776	3850
chr10	89412586	89416586	ENSG00000152778	0	239	14	164	0	0	0	0	239	525	0	0	89	0	0	0	0	0	389	0
chr5	1799366	1803366	ENSG00000171421	0	525	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0
chr21	26964513	26968513	ENSG00000154736	4000	3700	3175	3550	3625	4000	4000	3538	4000	3612	3925	4000	3625	4000	4000	4000	4000	4000	4000	4000
chr2	233564782	233568782	ENSG00000085982	0	0	0	0	68	0	0	0	0	0	0	0	0	0	557	32	0	0	0	0
chr17	75403709	75407709	ENSG00000177885	0	375	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	205941460	205945460	ENSG00000174502	3890	4000	4000	4000	3890	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr17	39223872	39227872	ENSG00000141750	3925	2947	4000	3775	4000	4000	4000	4000	4000	4000	4000	4000	3700	4000	4000	4000	4000	4000	4000	4000
chr19	35772532	35776532	ENSG00000004777	825	1193	743	375	900	0	975	600	0	0	0	0	0	0	0	0	0	1500	707	750
chr8	73006864	73010864	ENSG00000147601	675	0	0	0	0	0	911	0	0	11	386	0	0	161	0	0	0	0	311	0
chr4	3536044	3540044	ENSG00000280230	1706	1631	1781	0	2456	2081	1675	3131	1000	3025	2831	3581	2831	1481	1856	1181	2906	806	806	1406
chr21	44010319	44014319	ENSG00000160218	0	56	719	0	194	0	0	0	525	431	0	0	0	0	0	0	0	0	0	0
chr3	52408561	52412561	ENSG00000010318	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0
chrX	118725572	118729572	ENSG00000131724	0	0	1003	450	1050	0	0	0	375	375	1125	1228	750	300	1875	3028	1875	375	2275	525
chr17	58217605	58221605	ENSG00000011143	0	0	0	0	525	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0
chr20	33718319	33722319	ENSG00000101417	0	594	0	0	706	0	444	556	450	0	450	0	0	0	0	0	0	2850	0	0
chr9	96776129	96780129	ENSG00000081386	450	0	0	0	525	0	0	279	0	0	271	0	0	0	0	0	0	0	54	0
chr8	143265433	143269433	ENSG00000250571	1442	1125	0	0	2267	0	1592	1350	750	525	300	0	0	1275	525	1500	825	0	1500	0
chr1	230712297	230716297	ENSG00000135744	3303	3153	4000	3850	3078	3850	4000	3153	3850	3850	4000	4000	4000	4000	3700	3625	3775	4000	3625	4000
chr5	128657185	128661185	ENSG00000138829	825	785	1685	785	935	750	0	900	300	2360	1235	665	2475	2725	1275	1535	860	2725	600	860
chr19	21327425	21331425	ENSG00000182141	0	525	450	300	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0
chr1	1204691	1208691	ENSG00000186891	4000	1125	4000	1500	4000	3000	4000	4000	3816	4000	4000	4000	3741	4000	4000	4000	4000	4000	4000	4000
chr6	37256155	37260155	ENSG00000172738	0	0	320	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0
chr22	20127456	20131456	ENSG00000099904	0	0	0	450	0	0	0	0	0	0	525	0	0	300	0	0	0	0	0	31
chrX	141836316	141840316	ENSG00000165509	1725	2550	1125	0	1425	1050	300	2400	1125	1875	3159	1291	2709	2175	2100	3084	2625	3016	1966	2625
chr1	86422086	86426086	ENSG00000137975	825	1914	2500	2364	1500	2364	2364	750	2364	3175	4000	4000	3925	3325	3250	4000	4000	3925	4000	4000
chrY	2785699	2789699	ENSG00000184895	825	0	2050	525	1274	0	2050	0	0	2500	3025	4000	3775	4000	3550	0	0	4000	4000	4000
chr10	73250693	73254693	ENSG00000182180	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6	41070945	41074945	ENSG00000001167	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6	118546298	118550298	ENSG00000198523	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0
chr16	66871256	66875256	ENSG00000159593	1594	1900	694	525	1975	1225	469	2125	1750	2025	825	1294	900	1206	1819	919	1069	1594	2344	1744
chr2	232695299	232699299	ENSG00000204120	0	901	0	750	976	0	1051	751	0	0	0	0	300	0	0	0	0	0	0	0
chr11	62590177	62594177	ENSG00000149016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0
chr2	219496867	219500867	ENSG00000144591	1058	617	1058	908	1058	1208	1208	1283	1208	1733	1658	1433	1433	1508	1808	1583	1433	1358	1808	1658
chr1	23557794	23561794	ENSG00000117318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9	42181659	42185659	ENSG00000185775	0	291	3100	1416	741	1791	366	2766	975	450	1641	0	1716	0	0	0	525	300	141	300
chr12	113964371	113968371	ENSG00000122965	900	0	1125	1446	1425	0	1146	0	996	1371	1446	1371	1071	921	846	1521	471	0	1296	171
chr12	116275338	116279338	ENSG00000123066	1738	0	750	988	450	0	0	763	763	0	1200	13	825	600	3025	2037	0	1750	2725	525
chr4	70626744	70630744	ENSG00000132464	1075	319	1675	1150	1300	169	925	1150	925	0	1369	2800	1069	2119	2125	3775	2350	4000	300	0
chr1	65418587	65422587	ENSG00000213625	0	0	525	0	312	0	0	0	0	525	162	0	688	0	0	775	0	25	613	0
chr1	10030832	10034832	ENSG00000130939	0	0	0	0	0	0	0	118	525	0	0	0	0	0	0	0	0	0	493	0
chr17	53820901	53824901	ENSG00000141200	0	1350	1901	0	0	975	525	0	0	2250	2801	3326	3176	3550	1050	1050	1200	4000	551	926
chr7	96707891	96711891	ENSG00000127922	0	0	441	0	0	0	0	0	525	0	0	591	0	1941	975	1266	666	1575	1866	1266
chr19	48604743	48608743	ENSG00000177202	2157	1632	1650	825	3207	732	3882	0	0	375	1050	675	0	900	975	525	1125	0	0	525
chr22	40949347	40953347	ENSG00000100387	525	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16	50691603	50695603	ENSG00000167207	0	0	0	0	0	0	0	0	0	600	450	525	0	1050	0	0	0	0	1350	0
chr1	116370668	116374668	ENSG00000163399	900	0	600	375	825	525	750	1200	1350	900	0	300	457	1200	1950	1350	1425	1207	1957	1050
chr17	38190541	38194541	ENSG00000274611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	41362173	41366173	ENSG00000123810	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	375	0	0	0	0
chr9	114321056	114325056	ENSG00000229314	3775	3550	4000	3325	3700	4000	4000	4000	3700	3475	3250	3475	3025	3475	3475	2500	2725	2931	3175	3025
chr14	24427286	24431286	ENSG00000100441	450	0	0	0	750	0	0	0	64	300	289	64	0	739	2239	675	0	0	1714	0
chr1	230745384	230749384	ENSG00000135773	0	516	600	0	1716	259	3025	0	891	1416	675	0	525	1716	0	0	375	741	525	0
chr1	152735518	152739518	ENSG00000196734	1425	2325	4000	2400	1950	1650	1950	1800	1950	3475	3475	3625	4000	3925	3557	4000	3257	3700	4000	4000
chr16	57998453	58002453	ENSG00000166188	0	0	153	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0
chr7	48169458	48173458	ENSG00000179869	900	1425	2875	2817	2175	1575	1950	1875	2175	1350	2950	2800	0	3550	2517	3025	2817	3700	2217	2875
chr5	14339288	14343288	ENSG00000281325	37	1050	1462	862	1462	1750	0	1125	0	600	2437	4000	4000	1500	600	3100	525	0	2587	0
chr1	150301291	150305291	ENSG00000278939	0	1166	0	191	1150	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0
chr1	222710553	222714553	ENSG00000162819	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	71318449	71322449	ENSG00000197555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2	233758248	233762248	ENSG00000241635	1650	2548	3625	3298	2548	2998	3475	1873	3400	4000	3775	4000	3475	4000	3777	4000	4000	4000	3748	4000
chr8	127201222	127205222	ENSG00000254166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8	70667365	70671365	ENSG00000221947	600	600	0	0	375	0	0	450	0	0	0	0	0	0	0	0	0	450	525	0
chr11	9458319	9462319	ENSG00000166478	825	0	0	0	525	0	0	750	0	0	0	0	0	0	0	0	0	0	525	0
chr11	124183216	124187216	ENSG00000197309	1050	1500	2475	975	1125	1200	1125	825	1650	1725	3134	3434	2950	3400	2684	3700	4000	4000	3866	3775
chr20	62229922	62233922	ENSG00000130703	1022	1225	2425	122	1022	2147	347	1097	1900	4000	4000	3325	3625	2597	2147	3347	1772	3197	2972	2447
chr1	26315957	26319957	ENSG00000169442	0	268	0	0	0	193	0	0	0	0	0	0	0	0	0	0	450	0	0	0
chr5	103560793	103564793	ENSG00000112874	1500	1875	1875	1425	600	1650	1800	1350	1950	2400	0	3407	3632	2807	1200	0	4000	4000	218	3925
chr12	111367121	111371121	ENSG00000198324	1725	0	1971	1671	2104	0	2871	1500	2196	2175	1200	2421	2271	3621	1950	2625	2700	1725	1875	1575
chr15	67817704	67821704	ENSG00000188779	4000	4000	3325	4000	4000	4000	4000	4000	4000	675	3850	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr1	152757561	152761561	ENSG00000203786	4000	2536	4000	2161	3225	3586	2686	2161	2011	4000	4000	4000	3700	3736	4000	3475	4000	4000	2725	3550
chr1	29179987	29183987	ENSG00000116350	300	0	113	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	23374808	23378808	ENSG00000166091	4000	4000	4000	2467	4000	4000	4000	4000	4000	3933	4000	4000	3783	3933	4000	4000	3858	4000	4000	4000
chr5	135450399	135454399	ENSG00000255833	2901	2901	2826	2751	2976	2826	0	3051	2901	2751	3576	4000	4000	3876	3351	4000	3051	3649	4000	4000
chr4	61199258	61203258	ENSG00000150471	3483	3108	3633	2358	3558	2958	3633	3483	3408	3933	4000	4000	4000	4000	4000	3708	4000	4000	4000	4000
chr18	44678173	44682173	ENSG00000152217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	0	0	0	525
chr15	89677427	89681427	ENSG00000166819	2023	2023	1873	2250	2950	2175	2848	1873	2548	0	748	1348	375	4000	1198	1675	600	852	2248	1275
chr12	5430112	5434112	ENSG00000185652	4000	0	4000	3100	3775	0	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr10	102867516	102871516	ENSG00000214435	3700	3175	2950	3850	4000	3175	3850	4000	3984	2416	3375	1959	2250	2941	3841	2791	3616	3075	3150	3075
chr9	137548534	137552534	ENSG00000130653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6	31957080	31961080	ENSG00000204351	0	505	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0
chr9	132408043	132412043	ENSG00000188523	2918	3068	2318	2468	3368	2543	3068	2693	2843	1868	2768	2618	2468	2543	2993	2918	2618	2993	3368	2768
chr19	58438222	58442222	ENSG00000131849	497	850	1675	0	1322	1097	572	572	422	525	2175	525	1103	1650	1425	1472	525	825	1200	1500
chr5	95553007	95557007	ENSG00000198677	0	632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3	146161653	146165653	ENSG00000152952	1497	1722	3775	2097	1797	1572	2097	1872	1647	3822	4000	4000	3747	4000	3325	4000	3522	4000	4000	3522
chr15	52428064	52432064	ENSG00000280817	600	300	236	0	375	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0
chr8	22542986	22546986	ENSG00000120896	450	0	0	0	450	0	0	0	0	300	0	0	0	0	0	0	0	0	411	0
chrX	73001517	73005517	ENSG00000184388	742	667	1117	592	592	517	742	667	1192	1267	1192	1792	1042	592	592	367	592	1117	892	0
